Tradename,License ,UBI,Street Address,Suite Rm,City,State,county,Zip Code,Priv Desc,Privilege Status,Day Phone
FORBIDDEN CANNABIS CLUB                      ,430721,6036035380010003,32139 HIGHWAY 97 UNIT A       ,                         ,TONASKET                ,WA,OKANOGAN,988550000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2532241442
FORBIDDEN CANNABIS CLUB                      ,432498,6036041410010003,2108 ELMWAY UNIT A            ,                         ,OKANOGAN                ,WA,OKANOGAN,98840    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2532241442
FORBIDDEN CANNABIS CLUB                      ,435277,6036035380010004,2256 HWY 153 STE B            ,                         ,CARLTON                 ,WA,OKANOGAN,98814    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2532241442
FORBIDDEN CANNABIS CLUB MOUNT VERNON,422913,6048240300010001,3818 OLD HIGHWAY 99 S RD,,MOUNT VERNON,WA,SKAGIT,982739018,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2064127285
FORBIDDEN CANNABIS CLUB MT. VERNON           ,422913,6049224840010001,3818 OLD HIGHWAY 99 S RD      ,                         ,MOUNT VERNON            ,WA,SKAGIT,98273    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2067696074
FORBIDDEN CANNABIS CLUB OLYMPIA              ,421632,6046249900010001,1123 SLEATER KINNEY RD SE     ,                         ,LACEY                   ,WA,THURSTON,98503    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2064127285
FORBIDDEN CANNABIS CLUB SEATTLE              ,413809,6046249900010002,2413 E UNION ST               ,                         ,SEATTLE                 ,WA,KING,98122    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2064127285
FORBIDDEN CANNABIS CLUB SEATTLE,413809,6049148950010001,2413 E UNION ST,,SEATTLE,WA,KING,981223045,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2064127285
FORBIDDEN CANNABIS SUPER CHRONIC             ,425185,6046358250010001,6326 MARTIN WAY E STE 103     ,                         ,LACEY                   ,WA,THURSTON,98516    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2064127285
FORBIDDEN FLOWER,422303,6035905870010001,13003 TUKWILA INTERNATIONAL BL,UNIT A,TUKWILA,WA,KING,981683139,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2062350635
FOXX ENTERPRISES LLC,414539,6050081050010002,5309 GUIDE MERIDIAN RD SUITE A,,BELLINGHAM,WA,WHATCOM,982260000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),8602092288
FOXX ENTERPRISES LLC                         ,436879,6050081050010006,5655 GUIDE MERIDIAN STE C     ,                         ,BELLINGHAM              ,WA,WHATCOM,982269722,CANNABIS RETAILER                  ,ACTIVE (ISSUED),8602092288
FOXX ENTERPRISES LLC                         ,436898,6050081050010005,20333 STATE ROUTE 20          ,                         ,BURLINGTON              ,WA,SKAGIT,982334725,CANNABIS RETAILER                  ,ACTIVE (ISSUED),8602092288
FREEDOM MARKET,414280,6034103470010001,820A WESTSIDE HWY,,KELSO,WA,COWLITZ,986264355,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3603550682
FREEDOM MARKET                               ,414280,6046389790010001,820A WESTSIDE HWY             ,                         ,KELSO                   ,WA,COWLITZ,98626    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3606360420
FREEDOM MARKET CATHLAMET CORP                ,422459,6041543780010001,327 SR 4                      ,                         ,CATHLAMET               ,WA,WAHKIAKUM,98612    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3602617061
FREEDOM MARKET ILWACO                        ,421757,6040523690010001,133 HOWERTON AVE SE STE B     ,                         ,ILWACO                  ,WA,PACIFIC,98624    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3607036090
FREELAND CANNABIS COMPANY                    ,422777,6036018460010001,18646 SR 525 STE B            ,STE B                    ,FREELAND                ,WA,ISLAND,982498752,CANNABIS RETAILER                  ,ACTIVE (ISSUED),4255126880
FREMONT GARDENS,421708,6032611830010002,316 N 36TH ST STE B,,SEATTLE,WA,KING,981038953,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2066327126
FRESH GREENS                                 ,413530,6041989910010001,29 HORIZON FLATS RD STE 8     ,                         ,WINTHROP                ,WA,OKANOGAN,988628400,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5094295556
FROSTED SPRAGUE                              ,436837,6035877900010002,4123 E SPRAGUE AVE STE A      ,                         ,SPOKANE                 ,WA,SPOKANE,992024850,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5094740461
FWEEDOM CANNABIS                             ,412922,6028304620010002,12001 AURORA AVE N UNIT #1    ,                         ,SEATTLE                 ,WA,KING,98133    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2064190260
FWEEDOM CANNABIS                             ,415031,6033575180010001,21911 64TH AVE W   STE D      ,STE D                    ,MOUNTLAKE TERRACE       ,WA,SNOHOMISH,980430000,CANNABIS RETAILER                  ,ACTIVE (ISSUED),4259540640
FWEEDOM CANNABIS                             ,415032,6033575180010002,17869 STATE ROUTE 536         ,                         ,MOUNT VERNON            ,WA,SKAGIT,982733270,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2063515121
FWEEDOM CANNABIS,422000,6033575180010005,17903 STATE ROUTE 536,,MOUNT VERNON,WA,SKAGIT,982733269,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4259540640
GALAXY 21                                    ,421695,6049177140010001,11042 1ST AVENUE S            ,                         ,SEATTLE                 ,WA,KING,98168    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2068544354
GALAXY CANNABIS                              ,415234,6033531960010005,3845 BRIDGE WAY N             ,                         ,SEATTLE                 ,WA,KING,98103    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2062854005
GANJA GODDESS,413558,6033283210010001,3207 1ST AVE S  UNIT A,UNIT A,SEATTLE,WA,KING,981341819,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2066827220
GANJA GODDESS                                ,413558,6050144320010001,3207 1ST AVE S  UNIT A        ,UNIT A                   ,SEATTLE                 ,WA,KING,981341819,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4257376960
GANJA VITA                                   ,415539,6033594670010003,23441 NE STATE ROUTE 3        ,                         ,BELFAIR                 ,WA,MASON,985280000,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2535143949
GIVING TREE,414381,6006448010010004,RETAIL TITLE CERTIFICATE,,KENT,WA,KING,980320000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2067725773
GIVING TREE,414381,6006448010010004,RETAIL TITLE CERTIFICATE,,KENT,WA,KING,980320000,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,2067725773
GLOBODYNE                                    ,414982,6033500470010005,3223 PINE ST                  ,                         ,EVERETT                 ,WA,SNOHOMISH,982014536,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4258793437
GOLDEN DISPENSARIES                          ,414292,6033556170010001,650 LLAMA LN                  ,                         ,GOLDENDALE              ,WA,KLICKITAT,986209140,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5097730700
GOOBIE'S DOOBIES                             ,421953,6035764710010001,28680 MAPLE VALLEY BLACK      ,DIAMOND RD SE STE A      ,MAPLE VALLEY            ,WA,KING,980388193,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2534595741
GOOBIE'S DOOBIES                             ,431222,6035764710010004,28730 MAPLE VALLEY BLACK      ,DIAMOND RD SE STE A      ,MAPLE VALLEY            ,WA,KING,980388195,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2534595741
GOOD PATIENT NETWORK,413357,6031793430010002,1207 S JACKSON ST STE 108 &,109,SEATTLE,WA,KING,981440000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2065510403
GOODBUDS                                     ,415294,6023777230010001,5384 NW K RD STE A            ,                         ,QUINCY                  ,WA,GRANT,988480000,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3609819495
GRASS,414785,6033280120010001,14343 15TH AVE NE,,SEATTLE,WA,KING,981253162,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2066438576
GRASS                                        ,415531,6033593650010002,205 W STEWART RD              ,SUITE 107                ,MOUNT VERNON            ,WA,SKAGIT,982735411,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3604738393
GREEN 101,422525,6043100000010001,2840 E HWY 101,,PORT ANGELES,WA,CLALLAM,983629080,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2063071651
GREEN ANNE,413479,6033364470010001,312 W REPUBLICAN ST,,SEATTLE,WA,KING,981194009,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2064201042
GREEN CITY COLLECTIVE                        ,413737,6033534230010001,13601 HIGHWAY 99 STE B        ,                         ,EVERETT                 ,WA,SNOHOMISH,982045496,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4258693670
GREEN CONNECTION NORTHWEST,414450,6033530290010001,417 NW 65TH ST,,SEATTLE,WA,KING,981175027,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2066175646
GREEN DREAMS                                 ,421642,6045718900010001,8529 52ND ST SE               ,                         ,SNOHOMISH               ,WA,SNOHOMISH,982909282,CANNABIS RETAILER                  ,ACTIVE (ISSUED),4252639972
GREEN FIRE CANNABIS,350641,6033271020010001,1956 1ST AVE S,,SEATTLE,WA,KING,981341406,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2066233792
GREEN GROTTO,413789,6033491710010001,RETAIL TITLE CERTIFICATE,,FEDERAL WAY,WA,KING,980034994,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2067926857
GREEN GROTTO,413789,6033491710010001,RETAIL TITLE CERTIFICATE,,FEDERAL WAY,WA,KING,980034994,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,2067926857
GREEN GROTTO                                 ,414093,6033491710010003,10611 CANYON RD E STE 101     ,                         ,PUYALLUP                ,WA,PIERCE,983734552,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2067926857
GREEN GROTTO                                 ,414108,6033491710010004,230 NE JUNIPER ST #101A       ,                         ,ISSAQUAH                ,WA,KING,980272519,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2067926857
GREEN GROTTO                                 ,423779,6033491710010008,22106 SE 51ST PL              ,                         ,ISSAQUAH                ,WA,KING,980272519,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2069924008
GREEN GROTTO LLC,429212,6033491710010010,230 NE JUNIPER ST STE 100,,ISSAQUAH,WA,KING,980272519,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2069924008
GREEN HEAD CANNABIS,414761,6003142880010001,2815 ST. JOHNS ROAD   STE B,,VANCOUVER,WA,CLARK,986613707,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3606091479
GREEN LADY                                   ,415130,6033601220010003,3044 PACIFIC AVE SE STE B     ,                         ,OLYMPIA                 ,WA,THURSTON,98501    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5098697574
GREEN LADY EVERETT,421667,6035644790010002,11311 WA-99   STE B,,EVERETT,WA,SNOHOMISH,98204,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5098697574
GREEN LADY EVERETT,421667,6035644790010002,14221 LAKE RD,,LYNNWOOD,WA,SNOHOMISH,980871710,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5098697574
GREEN LADY LACEY                             ,414963,6056014130010001,4820 YELM HWY SE SUITE D      ,                         ,LACEY                   ,WA,THURSTON,985034903,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5098697574
GREEN LADY MARIJUANA,422578,6035989350010001,RETAIL TITLE CERTIFICATE,,LYNNWOOD,WA,SNOHOMISH,980364716,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3607898891
GREEN LADY MARIJUANA,422578,6035989350010001,RETAIL TITLE CERTIFICATE,,LYNNWOOD,WA,SNOHOMISH,980364716,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,3607898891
GREEN LADY MARIJUANA,422579,6035989360010001,RETAIL TITLE CERTIFICATE,,LYNNWOOD,WA,SNOHOMISH,980364736,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3607898891
GREEN LADY MARIJUANA,422579,6035989360010001,RETAIL TITLE CERTIFICATE,,LYNNWOOD,WA,SNOHOMISH,980364736,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,3607898891
GREEN LADY MARIJUANA                         ,423145,6035911620010001,7359 OLD PACIFIC HWY S        ,                         ,KALAMA                  ,WA,COWLITZ,986250000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3607898891
"GREEN LADY WESTSIDE, INC.                    ",416540,6035644790010003,2405 HARRISON AVE NW STE 201  ,                         ,OLYMPIA                 ,WA,THURSTON,98502    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5098697475
GREEN LEAF,413886,6033576180010002,4220 MERIDIAN ST STE 102,,BELLINGHAM,WA,WHATCOM,982269153,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3605262198
GREEN LEAF,414918,6017178530010002,3435 BIRCH BAY LYNDEN RD,,CUSTER,WA,WHATCOM,982409507,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3603032860
GREEN LEAF,414918,6035652670010002,3435 BIRCH BAY LYNDEN RD,,CUSTER,WA,WHATCOM,982409507,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3603032860
GREEN LIFE CANNABIS                          ,414755,6033599440010002,3012 GS CENTER RD STE A       ,                         ,WENATCHEE               ,WA,CHELAN,988019116,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2817260614
GREEN MARLIN LLC                             ,422663,6053142380000000,RETAIL TITLE CERTIFICATE      ,                         ,BELLEVUE                ,WA,KING,980040000,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,2063268764
GREEN OUTFITTERS                             ,413798,6033511700010001,668 OCEAN SHORES BLVD NW      ,                         ,OCEAN SHORES            ,WA,GRAYS HARBOR,985699344,CANNABIS RETAILER                  ,ACTIVE (ISSUED),4252684391
GREEN PEAKS N.W.,422525,6035649550010002,2840 E HWY 101,,PORT ANGELES,WA,CLALLAM,983629080,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5099990148
GREEN PLACE                                  ,415512,6033594880010001,18826 MARINE DRIVE            ,                         ,STANWOOD                ,WA,SNOHOMISH,982920000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4256337515
GREEN PLACE                                  ,416248,6033594880010003,202 AVENUE D STE B            ,                         ,SNOHOMISH               ,WA,SNOHOMISH,982902745,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4256337515
GREEN ROOM OH INC.                           ,422103,6041627960010001,1640 NE GOLDIE ST STE B       ,                         ,OAK HARBOR              ,WA,ISLAND,98277    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2065048629
GREEN RUSH INVESTMENT,421632,6041722670010002,1123 SLEATER KINNEY RD SE,,LACEY,WA,THURSTON,985032300,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2487050988
GREEN RUSH INVESTMENT                        ,422027,6041722670010003,404 AUBURN WAY S STE 100      ,                         ,AUBURN                  ,WA,KING,980025418,CANNABIS RETAILER                  ,EXPIRED,2487050988
GREEN SKY SEATTLE,414298,6030884050010002,9804 LAKE CITY WAY NE,,SEATTLE,WA,KING,981152300,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2067907036
GREEN SKY SEATTLE LLC                        ,414789,6030884050010008,RETAIL TITLE CERTIFICATE      ,                         ,MARYSVILLE              ,WA,SNOHOMISH,982717227,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,2067907036
