index,name,name_slug,dba,dba_slug,type,url,street_address,city,state,zip_code,country,lat,lng,phone,email,license_usda,license_state,license_other,delivery,sells_seeds,duplicate
US-0000738,"APICAL, INC.",apical-inc,"APICAL, INC.",apical-inc,dispensary,,19 Wemelco Road,Easthampton,MA,1027,US,42.25371,-72.68983,419-977-8757,leakhenakasom@gmail.com,,MR281246,FALSE,FALSE,FALSE,FALSE
US-0000739,"APICAL, INC.",apical-inc,"APICAL, INC.",apical-inc,dispensary,,144 King Street,Northampton,MA,1060,US,42.324768,-72.633386,978-360-3970,bhorrigan@pandasolutions.co,,MR283720,FALSE,FALSE,FALSE,FALSE
US-0000740,Apollo Cultivation,apollo-cultivation,"Apollo Cultivation Management, LLC",apollo-cultivation-management-llc,other,,,,CA,,US,,,(949) 793-2766,,,DCC-10003057,FALSE,FALSE,FALSE,FALSE
US-0000741,"Apollo Cultivation Management, LLC",apollo-cultivation-management-llc,Apollo Cultivation Management LLC,apollo-cultivation-management-llc,other,,,,CA,,US,,,(949) 793-2766,Cameron.Kojima@kojimadevelopment.Com,,C11-0001066-LIC,FALSE,FALSE,FALSE,FALSE
US-0000742,Apollo Labs,apollo-labs,Apollo Labs,apollo-labs,other,,"17301 North Perimeter Drive, suite 100",Scottsdale,AZ,85255,US,33.64064507,-111.8966524,(917) 340-1566,,,00000013LCRK62049775,FALSE,FALSE,FALSE,FALSE
US-0000743,Apollo's Farm LLC,apollos-farm-llc,Apollo's Farm LLC,apollos-farm-llc,other,,,,NY,,US,42.75823,-78.77963,,,,OCM-MICR-24-000211,FALSE,FALSE,FALSE,TRUE
US-0000744,"APOTHCA, INC.",apothca-inc,"APOTHCA, INC.",apothca-inc,dispensary,,1386 Massachusetts Ave,Arlington,MA,2476,US,42.4244,-71.18472,305-741-6540,joseph@artcangroup.com,,MR282730,FALSE,FALSE,FALSE,TRUE
US-0000745,"APOTHCA, INC.",apothca-inc,"APOTHCA, INC.",apothca-inc,dispensary,,54a Hyde Park Ave,Boston,MA,2130,US,42.29872,-71.11412,305-741-6540,joseph@artcangroup.com,,MR284429,FALSE,FALSE,FALSE,FALSE
US-0000746,Apotheca Holdings LLC,apotheca-holdings-llc,Delta 9 Elements Distribution,delta-9-elements-distribution,other,,,,CA,,US,,,(321) 914-6342,Barbosaamber16@gmail.Com,,C11-0001276-LIC,FALSE,FALSE,FALSE,TRUE
US-0000747,Apotheca Holdings LLC,apotheca-holdings-llc,Delta 9 Elements Manufacturing,delta-9-elements-manufacturing,other,,,,CA,,US,,,(209) 237-8796,Barbosaamber16@gmail.Com,,DCC-10004810,FALSE,FALSE,FALSE,TRUE
US-0000748,APOTHECARE ANN ARBOR,apothecare-ann-arbor,APOTHECARE ANN ARBOR,apothecare-ann-arbor,dispensary,,2793 Plymouth RD Suite C,Ann Arbor,MI,48105,US,42.30262491,-83.70587539,,,,AU-R-001160,FALSE,FALSE,FALSE,TRUE
US-0000749,APOTHECARE CHEBOYGAN|Apothecare Cheboygan,apothecare-cheboygan,APOTHECARE CHEBOYGAN|Apothecare Cheboygan,apothecare-cheboygan,dispensary|other,,414 N Main ST,Cheboygan,MI,49721,US,45.64859123,-84.47320299,,,,AU-R-001162|PC-000878,FALSE,FALSE,FALSE,TRUE
US-0000750,Apothecare Houghton,apothecare-houghton,Apothecare Houghton,apothecare-houghton,dispensary,,9166 W Lake City RD,Houghton Lake,MI,48629,US,44.33591187,-84.79568702,,,,AU-R-001208,FALSE,FALSE,FALSE,FALSE
US-0000751,APOTHO THERAPEUTICS DARTMOUTH INC,apotho-therapeutics-dartmouth-inc,APOTHO THERAPEUTICS DARTMOUTH INC,apotho-therapeutics-dartmouth-inc,dispensary,,747 State Road,Dartmouth,MA,2747,US,41.639017,-71.029129,401-649-1677,matt@apothotherapeutics.com,,MR283521,FALSE,FALSE,FALSE,TRUE
US-0000752,"APOTHO THERAPEUTICS PLAINVILLE, LLC",apotho-therapeutics-plainville-llc,"APOTHO THERAPEUTICS PLAINVILLE, LLC",apotho-therapeutics-plainville-llc,dispensary,,119 Washington Street,Plainville,MA,2762,US,42.017225,-71.316813,401-649-1677,matt@apothotherapeutics.com,,MR282388,FALSE,FALSE,FALSE,TRUE
US-0000753,AQR Development Funding LLC,aqr-development-funding-llc,PLANET NUGG,planet-nugg,dispensary,https://planetnugg.com/,2043 Wellwood Ave,Farmingdale,NY,11735,US,40.75249,-73.40195,,,,OCM-CAURD-24-000069,FALSE,FALSE,FALSE,TRUE
US-0000754,Aquamarine Green LLC,aquamarine-green-llc,SEND IT,send-it,dispensary,,,,CA,,US,,,(000) 000-0000,Aquamarinegreen@posteo.Net,,C9-0000425-LIC,FALSE,FALSE,FALSE,TRUE
US-0000755,ARA BLOOMS LLC,ara-blooms-llc,ARA BLOOMS LLC,ara-blooms-llc,cultivator,,,,CA,,US,,,(510) 590-6396,Dglee510@gmail.Com,,CCL26-0000015,FALSE,FALSE,FALSE,TRUE
US-0000756,"ARA BLOOMS, LLC",ara-blooms-llc,"ARA BLOOMS, LLC",ara-blooms-llc,cultivator,,,,CA,,US,,,(510) 590-6396,Dglee510@gmail.Com,,CCL22-0001282,FALSE,FALSE,FALSE,FALSE
US-0000757,"Aralo Enterprises, LLC",aralo-enterprises-llc,DANK SoCal,dank-socal,other,,,,CA,,US,,,(949) 466-7224,AraloenterprisesLLC@gmail.Com,,C11-0000885-LIC,FALSE,FALSE,FALSE,FALSE
US-0000758,"Aralo Enterprises, LLC",aralo-enterprises-llc,"Aralo Enterprises, LLC",aralo-enterprises-llc,dispensary,,,,CA,,US,,,(949) 466-7224,AraloenterprisesLLC@gmail.Com,,C9-0000212-LIC,FALSE,FALSE,FALSE,TRUE
US-0000759,ARBALA WEED LLC,arbala-weed-llc,ARBALA WEED LLC,arbala-weed-llc,other,,,,CA,,US,,,(602) 421-0038,Kshapkarov@yahoo.Com,,C11-0001275-LIC,FALSE,FALSE,FALSE,TRUE
US-0000760,Arbala Weed LLc,arbala-weed-llc,Arbala Weed LLc,arbala-weed-llc,other,,,,CA,,US,,,(602) 421-0038,Kshapkarov@yahoo.Com,,DCC-10002805,FALSE,FALSE,FALSE,FALSE
US-0000761,Arborside A North Coast Joint Venture,arborside-a-north-coast-joint-venture,Arborside A North Coast Joint Venture,arborside-a-north-coast-joint-venture,dispensary,,1818 Packard ST,Ann Arbor,MI,48104,US,42.25964302,-83.72912588,,,,AU-R-000787,FALSE,FALSE,FALSE,FALSE
US-0000762,Arbutus Group LLC,arbutus-group-llc,Arbutus Group LLC,arbutus-group-llc,cultivator,,,,CA,,US,,,(707) 494-9997,Gardners16@gmail.Com,,CCL18-0001349,FALSE,FALSE,FALSE,TRUE
US-0000763,ArCanna,arcanna,ArCanna,arcanna,dispensary,,29 Beardsley RD Suite A,Ionia,MI,48846,US,42.98535368,-85.03009034,,,,AU-R-000395,FALSE,FALSE,FALSE,TRUE
US-0000764,ArCanna,arcanna,ArCanna,arcanna,dispensary,,449 Capital Ave NE,Battle Creek,MI,49017,US,42.32398283,-85.16527675,,,,AU-R-001217,FALSE,FALSE,FALSE,TRUE
US-0000765,ArcataX,arcatax,ArcataX,arcatax,other,,,,CA,,US,,,(831) 419-0520,Gretchen@arcatax.Com,,DCC-10002992,FALSE,FALSE,FALSE,FALSE
US-0000766,"Archon Farms, Inc.",archon-farms-inc,"Archon Farms, Inc.",archon-farms-inc,cultivator,,,,CA,,US,,,(775) 240-3055,Kevinwmccarty@pm.Me,,CCL24-0000419,FALSE,FALSE,FALSE,FALSE
US-0000767,Ardea Inc.,ardea-inc,Ardea Inc.,ardea-inc,cultivator,,,,CA,,US,,,(415) 438-0998,Trinitycountycompliance@gmail.Com,,CCL20-0001146,FALSE,FALSE,FALSE,FALSE
US-0000768,Ardea Inc.,ardea-inc,Ardea Inc.,ardea-inc,other,,,,CA,,US,,,(415) 438-0998,Trinitycountycompliance@gmail.Com,,C13-0000154-LIC,FALSE,FALSE,FALSE,FALSE
US-0000769,ARDO HOLDING LLC,ardo-holding-llc,ARDO HOLDING LLC,ardo-holding-llc,cultivator|dispensary,,"5200 East Smith Road, Suite 110",Denver,CO,80216,US,39.7752132,-104.9269344,,,,403-01730|403R-01333,FALSE,FALSE,FALSE,TRUE
US-0000770,ARE WE GOOD ENTERPRISES INC.,are-we-good-enterprises-inc,ARE WE GOOD ENTERPRISES INC.,are-we-good-enterprises-inc,dispensary,,154 Vanderbilt Ave,Brooklyn,NY,11205,US,40.69287,-73.96981,,,,OCM-CAURD-24-000051,FALSE,FALSE,FALSE,TRUE
US-0000771,Area 29 LLC,area-29-llc,OFF THE CHARTS,off-the-charts,dispensary,,1508 Palm Canyon Dr S,Palm Springs,CA,92264,US,33.803715,-116.545363,(619) 955-9433,Normanyousif11@gmail.Com,,C10-0000729-LIC,FALSE,FALSE,FALSE,FALSE
US-0000772,Area51zero LLC,area51zero-llc,Area51zero LLC,area51zero-llc,cultivator,,,,CA,,US,,,(917) 520-1746,Area510LLC@gmail.Com,,CCL21-0005582,FALSE,FALSE,FALSE,TRUE
US-0000773,Ares One LLC,ares-one-llc,Ares One LLC,ares-one-llc,cultivator,,,,CA,,US,,,(661) 802-2235,Livepainfree57@yahoo.Com,,CCL23-0000390,FALSE,FALSE,FALSE,TRUE
US-0000774,Arg Group LLC,arg-group-llc,GREEN LABEL RX,green-label-rx,other,,,,CA,,US,,,(909) 680-9419,Jason@greenlabelrx.Com,,C11-0001834-LIC,FALSE,FALSE,FALSE,FALSE
US-0000775,Arg Group LLC,arg-group-llc,GREEN LABEL RX,green-label-rx,other,,,,CA,,US,,,(855) 700-0420,Jason@greenlabelrx.Com,,DCC-10004900,FALSE,FALSE,FALSE,TRUE
US-0000776,Arg Group LLC,arg-group-llc,HEAVEN'S HERB,heavens-herb,dispensary,,,,CA,,US,,,(885) 700-0420,Jason@greenlabelrx.Com,,C9-0000747-LIC,FALSE,FALSE,FALSE,FALSE
US-0000777,ARISTOCRAT ENTERPRISES II,aristocrat-enterprises-ii,ARISTOCRAT ENTERPRISES II,aristocrat-enterprises-ii,dispensary,,2947 E HWY 101  STE A,PORT ANGELES,WA,98362,US,48.10487825,-123.3771336,2062000462,,,422460,FALSE,FALSE,FALSE,FALSE
US-0000778,"Arize Holdings, LLC [Equity Retailer]",arize-holdings-llc-equity-retailer,"Arize Holdings, LLC [Equity Retailer]",arize-holdings-llc-equity-retailer,dispensary,,4080 24th St,Sacramento,CA,95822,US,38.538111,-121.484474,(213) 723-3411,Licensing@shrynegroup.Com,,C10-0001366-LIC,FALSE,FALSE,FALSE,FALSE
US-0000779,Arizona Cannabis Society Inc,arizona-cannabis-society-inc,Arizona Cannabis Society Inc,arizona-cannabis-society-inc,other,,8376 N El Mirage Rd Bldg 2 Ste 2,El Mirage,AZ,85335,US,33.55737714,-112.3244875,(888) 249-2927,,,00000042ESJB38310180,FALSE,FALSE,FALSE,TRUE
US-0000780,"Arizona Golden Leaf Wellness, Llc",arizona-golden-leaf-wellness-llc,"Arizona Golden Leaf Wellness, Llc",arizona-golden-leaf-wellness-llc,other,,5390 W Ina Rd,Marana,AZ,85743,US,32.33763728,-111.0802582,(520) 620-9123,,,00000067ESBS89254298,FALSE,FALSE,FALSE,FALSE
US-0000781,Arizona Natures Wellness,arizona-natures-wellness,Arizona Natures Wellness,arizona-natures-wellness,other,,1610 West State Route 89a,Sedona,AZ,86336,US,34.86338994,-111.7887787,928-202-3512,,,00000030ESDG72791381,FALSE,FALSE,FALSE,TRUE
US-0000782,Arizona Organix,arizona-organix,Arizona Organix,arizona-organix,other,,5303 W Glendale Ave,Glendale,AZ,85301,US,33.53843646,-112.1727896,(623) 937-2752,,,00000095ESIP13817359,FALSE,FALSE,FALSE,TRUE
US-0000783,Arizona Tree Equity 2,arizona-tree-equity-2,Nirvana Center,nirvana-center,other,,2209 South 6th Avenue,Tucson,AZ,85713,US,32.19641865,-110.9683392,(928) 642-2250,,,0000170ESTVQ68678199,FALSE,FALSE,FALSE,FALSE
US-0000784,Arizona Wellness Center Safford LLC,arizona-wellness-center-safford-llc,Arizona Wellness Center Safford,arizona-wellness-center-safford,dispensary,,1362 W Thatcher Blvd,Safford,AZ,85546,US,32.83496036,-109.7238185,(602) 323-4266,,,0000142DRCLD76170272,FALSE,FALSE,FALSE,FALSE
US-0000785,"Arizona Wellness Collective 3, Inc",arizona-wellness-collective-3-inc,Ponderosa Dispensary,ponderosa-dispensary,other,,1911 W Broadway Rd 23,Mesa,AZ,85202,US,33.40754035,-111.8729555,(480) 213-1402,,,00000044ESZW01555573,FALSE,FALSE,FALSE,FALSE
US-0000786,ARKANSAS VALLEY ORGANICS LLC,arkansas-valley-organics-llc,ARKANSAS VALLEY ORGANICS,arkansas-valley-organics,cultivator|dispensary,,8421 Maverick Lane,Ordway,CO,81063,US,38.2180608,-103.7560606,,,,403R-01222,FALSE,FALSE,FALSE,FALSE
US-0000787,ARL HEALTHCARE INC.,arl-healthcare-inc,ARL HEALTHCARE INC.,arl-healthcare-inc,dispensary,,29 Harding Street,Middleborough,MA,2346,US,41.902715,-70.972666,781-277-0007,jlevine@marimedinc.com,,MR282382,FALSE,FALSE,FALSE,FALSE
US-0000788,ARL HEALTHCARE INC.,arl-healthcare-inc,ARL HEALTHCARE INC.,arl-healthcare-inc,dispensary,,216 Ricciuti Drive,Quincy,MA,2169,US,42.239709,-71.041256,207-807-3620,joliver@marimedinc.com,,MR284873,FALSE,FALSE,FALSE,FALSE
US-0000789,"ARL HEALTHCARE, INC.",arl-healthcare-inc,"ARL HEALTHCARE, INC.",arl-healthcare-inc,dispensary,,11-23 Enon Street,Beverly,MA,1915,US,42.586599,-70.885281,978-561-1994,josephgiannino@gmail.com,,MR282334,FALSE,FALSE,FALSE,TRUE
US-0000790,"Armco II, LLC",armco-ii-llc,"Armco II, LLC",armco-ii-llc,cultivator,,,,CA,,US,,,(530) 263-7007,Amykolar@mac.Com,,CCL18-0000700,FALSE,FALSE,FALSE,TRUE
US-0000791,"ARMLA ONE, INC.",armla-one-inc,"ARMLA ONE, INC.",armla-one-inc,dispensary,,2803 Broadway W,Los Angeles,CA,90041,US,34.144077,-118.225759,(213) 567-4201,Armlaeagle.One@gmail.Com,,C10-0001247-LIC,FALSE,FALSE,FALSE,FALSE
US-0000792,ARMT CORPORATION,armt-corporation,ARMT CORPORATION,armt-corporation,cultivator,,,,CA,,US,,,(626) 890-1800,Armt1688@gmail.Com,,CCL24-0000701,FALSE,FALSE,FALSE,TRUE
US-0000793,Arnochi LLC,arnochi-llc,Arnochi LLC,arnochi-llc,cultivator,,,,CA,,US,,,(707) 834-4325,Arnochi@yahoo.Com,,CCL23-0000009,FALSE,FALSE,FALSE,FALSE
US-0000794,Aroma Farms Inc,aroma-farms-inc,Aroma Farms Inc,aroma-farms-inc,dispensary,www.aromafarmsinc.com,20917 Northern Blvd,Bayside,NY,11361,US,40.75927,-73.77404,,,,OCM-CAURD-25-000230,FALSE,FALSE,FALSE,TRUE
US-0000795,Art of Flower Farm & Dispensary LLC,art-of-flower-farm-dispensary-llc,Quality High,quality-high,other,,,,NY,,US,41.15148,-73.75339,,,,OCM-MICR-24-000068,FALSE,FALSE,FALSE,TRUE
US-0000796,Art of Flower Farm & Dispensary LLC,art-of-flower-farm-dispensary-llc,Art of Flower Farm & Dispensary LLC,art-of-flower-farm-dispensary-llc,other,,25 Beekman Ave,Sleepy Hollow,NY,10591,US,41.08528,-73.85972,,,,OCM-MICR-24-000068,FALSE,FALSE,FALSE,TRUE
US-0000797,"Artisan Canna Cigars, LLC",artisan-canna-cigars-llc,Upper Echelon Distribution,upper-echelon-distribution,other,,,,CA,,US,,,(707) 853-1005,Orders@artisancannacigars.Com,,C11-0001144-LIC,FALSE,FALSE,FALSE,TRUE
US-0000798,"Artisan Canna Cigars, LLC",artisan-canna-cigars-llc,"Artisan Canna Cigars, LLC",artisan-canna-cigars-llc,other,,,,CA,,US,,,(916) 692-5001,Artisancannacigars@gmail.Com,,DCC-10003270,FALSE,FALSE,FALSE,TRUE
US-0000799,"Artisan Farms, LLC",artisan-farms-llc,"Artisan Farms, LLC",artisan-farms-llc,cultivator,,,,CA,,US,,,(949) 836-5280,Rnabizada@gmail.Com,,CCL19-0003792,FALSE,FALSE,FALSE,TRUE
US-0000800,Arusto Holdings LLC [Equity Retailer],arusto-holdings-llc-equity-retailer,Level 28 [Equity Retailer],level-28-equity-retailer,dispensary,,4050 Verdugo Rd,Los Angeles,CA,90065,US,34.1241454,-118.2314773,(818) 488-4343,Anahitarustamyan@yahoo.Com,,C10-0001282-LIC,FALSE,FALSE,FALSE,TRUE
US-0000801,"AS and BK, LLC",as-and-bk-llc,"AS and BK, LLC",as-and-bk-llc,cultivator,,,,CA,,US,,,(415) 859-8777,Billykuang629@yahoo.Com,,CCL21-0000222,FALSE,FALSE,FALSE,TRUE
US-0000802,"Asceend Group, LLC",asceend-group-llc,"Asceend Group, LLC",asceend-group-llc,cultivator,,,,CA,,US,,,(310) 210-2040,Echoi@amherstrec.Com,,CCL20-0002962,FALSE,FALSE,FALSE,TRUE
US-0000803,Ascend Cannabis Detroit,ascend-cannabis-detroit,Ascend Cannabis Detroit,ascend-cannabis-detroit,dispensary,,24363 W Grand River AVE,Detroit,MI,48219,US,42.42559702,-83.28094565,,,,AU-R-001377,FALSE,FALSE,FALSE,TRUE
US-0000804,Ascend Cannabis Group,ascend-cannabis-group,Ascend Cannabis Group,ascend-cannabis-group,dispensary|other,,6010 B Drive North,Battle Creek,MI,49014,US,42.26099165,-85.17876153,,,,AU-R-000234|PC-000391,FALSE,FALSE,FALSE,TRUE
US-0000805,Ascend Cannabis Group,ascend-cannabis-group,Ascend Cannabis Group,ascend-cannabis-group,dispensary|other,,2741 28th SE ST,Grand Rapids,MI,49512,US,42.9126514,-85.5985195,,,,AU-R-000338|PC-000503,FALSE,FALSE,FALSE,TRUE
US-0000806,Ascend Cannabis Group,ascend-cannabis-group,Ascend Cannabis Group,ascend-cannabis-group,dispensary,,1336 Scribner AVE,Grand Rapids,MI,49504,US,42.98727624,-85.67637777,,,,AU-R-000373,FALSE,FALSE,FALSE,TRUE
US-0000807,Ascend Cannabis Group,ascend-cannabis-group,Ascend Cannabis Group,ascend-cannabis-group,dispensary|other,,1415 Michigan AVE,East Lansing,MI,48823,US,42.7325356,-84.5021834,,,,AU-R-000706|PC-000791,FALSE,FALSE,FALSE,FALSE
US-0000808,Ascend Cannabis Group,ascend-cannabis-group,Ascend Cannabis Group,ascend-cannabis-group,dispensary|other,,503 Century Ave SW,Grand Rapids,MI,49503,US,42.9540726,-85.67277351,,,,AU-R-000923|PC-000846,FALSE,FALSE,FALSE,FALSE
US-0000809,"Ascend Cannabis Group|Michigan Supply and Provisions, Michigan Provisions, Ascend Cannabis Group",ascend-cannabis-group,"Ascend Cannabis Group|Michigan Supply and Provisions, Michigan Provisions, Ascend Cannabis Group",ascend-cannabis-group,dispensary|other,,1096 E Main ST Suite A,Morenci,MI,49256,US,41.71773306,-84.20263965,,,,AU-R-000125|PC-000318,FALSE,FALSE,FALSE,FALSE
US-0000810,ASCEND II LLC,ascend-ii-llc,ASCEND CANNABIS CO,ascend-cannabis-co,dispensary,,3555 South Yosemite Street,Denver,CO,80237,US,39.65157964,-104.8848279,,,,402-00939|402R-00040,FALSE,FALSE,FALSE,FALSE
US-0000811,ASCEND II LLC,ascend-ii-llc,ASCEND CANNABIS CO|ASCEND CANNABIS CO.,ascend-cannabis-co,dispensary,,204 East Main Street,Buena Vista,CO,81211,US,38.84212537,-106.1316618,,,,402-00823|402R-00914,FALSE,FALSE,FALSE,FALSE
US-0000812,"Ascend Illinois Holdings, LLC",ascend-illinois-holdings-llc,Midway by Ascend,midway-by-ascend,other,,5648 S. Archer Ave.,Chicago,IL,60638,US,41.79734453,-87.75217706,(872) 267-7038,,,284.000124-AUDO,FALSE,FALSE,FALSE,FALSE
US-0000813,ASCEND LITTLETON LLC,ascend-littleton-llc,ASCEND CANNABIS CO.,ascend-cannabis-co,dispensary,,5231 South Santa Fe Drive,Littleton,CO,80120,US,39.62115394,-105.0160443,,,,402-00978|402R-00897,FALSE,FALSE,FALSE,TRUE
US-0000814,"ASCEND MASS, LLC",ascend-mass-llc,"ASCEND MASS, LLC",ascend-mass-llc,dispensary,,268-274 Friend Street,Boston,MA,2114,US,42.36468,-71.06145,617-721-5844,fperullo@awholdings.com,,MR282077,FALSE,FALSE,FALSE,TRUE
US-0000815,"ASCEND MASS, LLC",ascend-mass-llc,"ASCEND MASS, LLC",ascend-mass-llc,dispensary,,1089 Washington Street,Newton,MA,2465,US,42.35012,-71.217927,617-721-5844,fperullo@awholdings.com,,MR282837,FALSE,FALSE,FALSE,TRUE
US-0000816,"ASCENT SUPPLY COMPANY, LLC",ascent-supply-company-llc,"ASCENT SUPPLY COMPANY, LLC",ascent-supply-company-llc,dispensary,,"3399 Main St, Suite L1",Mammoth Lakes,CA,93546,US,37.647532,-118.972908,(760) 920-1990,Calbuddy@mac.Com,,C10-0000382-LIC,FALSE,FALSE,FALSE,TRUE
US-0000817,"Asg North Bay, Inc.",asg-north-bay-inc,Redwood Herbal Alliance,redwood-herbal-alliance,dispensary,,5270 Aero Dr,Santa Rosa,CA,95403,US,38.51035953,-122.7650598,(707) 528-3632,Redherb@sonic.Net,,C10-0000485-LIC,FALSE,FALSE,FALSE,TRUE
US-0000818,ASGR LLC,asgr-llc,BRIARGATE WELLNESS CENTER,briargate-wellness-center,cultivator,,"890 Dublin Boulevard, Suites A, B, & C",Colorado Springs,CO,80918,US,38.92585048,-104.8110877,,,,403-00176,FALSE,FALSE,FALSE,TRUE
US-0000819,ASGR LLC,asgr-llc,KUSH CLUB,kush-club,dispensary,,"890 Dublin Boulevard, Suite C",Colorado Springs,CO,80918,US,38.92585048,-104.8110877,,,,402-00125,FALSE,FALSE,FALSE,TRUE
US-0000820,ASGR LLC,asgr-llc,ASGR LLC,asgr-llc,dispensary,,890 Dublin Boulevard Suite C,Colorado Springs,CO,80918,US,38.92585048,-104.8110877,,,,402R-01138,FALSE,FALSE,FALSE,FALSE
US-0000821,Ash & Lex LLC,ash-lex-llc,Off the Charts,off-the-charts,dispensary,,"2424 Newport Blvd, C & F",Costa Mesa,CA,92627,US,33.657387,-117.902078,(619) 955-9433,Normanyousif11@gmail.Com,,C10-0001137-LIC,FALSE,FALSE,FALSE,FALSE
US-0000822,Ash Capital Inc.,ash-capital-inc,Mona Brand,mona-brand,other,,,,CA,,US,,,(646) 209-9682,Natalie.Bogdanov@gmail.Com,,DCC-10004599,FALSE,FALSE,FALSE,TRUE
US-0000823,"Ash Capital, Inc.",ash-capital-inc,Mona,mona,dispensary,,,,CA,,US,,,(646) 209-9682,Natalie.Bogdanov@gmail.Com,,C9-0000525-LIC,FALSE,FALSE,FALSE,TRUE
US-0000824,"ASH CAPITAL, INC.",ash-capital-inc,"ASH CAPITAL, INC.",ash-capital-inc,other,,,,CA,,US,,,(646) 209-9682,Natalie.Bogdanov@gmail.Com,,C11-0001369-LIC,FALSE,FALSE,FALSE,TRUE
US-0000825,Ashe Pomona LLC,ashe-pomona-llc,ASHE,ashe,other,,2547 Pomona Blvd,Pomona,CA,91768,US,34.05756,-117.795148,(916) 202-8424,Elaine@ashesociety.Com,,C12-0000504-LIC,FALSE,FALSE,FALSE,FALSE
US-0000826,Ashe Society Lb LLC,ashe-society-lb-llc,ASHE Society,ashe-society,other,,,,CA,,US,,,(916) 202-8424,Elaine@ashesociety.Com,,DCC-10003500,FALSE,FALSE,FALSE,FALSE
US-0000827,Ashe Society Lb LLC,ashe-society-lb-llc,Ashe Society Lb LLC,ashe-society-lb-llc,other,,,,CA,,US,,,(916) 202-8424,Elaine@ashesociety.Com,,C13-0000032-LIC,FALSE,FALSE,FALSE,TRUE
US-0000828,Ashe Society Sb LLC,ashe-society-sb-llc,ASHE,ashe,dispensary,,444 N H St,SN Bernrdno,CA,92410,US,34.107215,-117.301454,(916) 202-8424,Elaine@ashesociety.Com,,C10-0001116-LIC,FALSE,FALSE,FALSE,TRUE
US-0000829,Ashley Capraro LLC,ashley-capraro-llc,Ashley Capraro LLC,ashley-capraro-llc,dispensary,,978 Montauk Hwy,Water Mill,NY,11976,US,40.91561,-72.34696,,,,OCM-RETL-24-000094,FALSE,FALSE,FALSE,FALSE
US-0000830,"ASHLI'S, INC.",ashlis-inc,"ASHLI'S, INC.",ashlis-inc,dispensary,,70 Frank Mossberg Dr.,Attleboro,MA,2703,US,41.91963,-71.324725,508-930-0103,airving@ashlis.com,,MR281332,FALSE,FALSE,FALSE,FALSE
US-0000831,ASH'S FIRST LLC,ashs-first-llc,ASH'S FIRST LLC,ashs-first-llc,dispensary,,757 Williams Rd S,Palm Springs,CA,92264,US,33.8114,-116.495609,(619) 955-9433,Normanyousif11@gmail.Com,,C10-0000701-LIC,FALSE,FALSE,FALSE,TRUE
US-0000832,Ash's Third LLC,ashs-third-llc,Off the Charts,off-the-charts,dispensary,,875 Airway Pl,Hemet,CA,92545,US,33.733928,-117.013798,(619) 955-9433,Normanyousif11@gmail.Com,,C10-0001478-LIC,FALSE,FALSE,FALSE,TRUE
US-0000833,Ash's Third LLC,ashs-third-llc,Off the Charts,off-the-charts,other,,,,CA,,US,,,(949) 291-0587,Maddocks@greencp.Com,,C11-0002022-LIC,FALSE,FALSE,FALSE,TRUE
US-0000834,Ash's Third LLC,ashs-third-llc,Off the Charts,off-the-charts,other,,,,CA,,US,,,(949) 291-0587,Maddocks@greencp.Com,,DCC-10005122,FALSE,FALSE,FALSE,FALSE
US-0000835,"Asking Edward, LLC",asking-edward-llc,"Asking Edward, LLC",asking-edward-llc,dispensary,,48 E Genesee St,Auburn,NY,13021,US,42.93324,-76.5592,,,,OCM-RETL-24-000038,FALSE,FALSE,FALSE,TRUE
US-0000836,ASkone's LLC,askones-llc,Skones Dispensary,skones-dispensary,dispensary,www.skonesdispensary.com,743 Central Park Ave,Yonkers,NY,10704,US,40.92683,-73.85804,,,,OCM-RETL-24-000225,FALSE,FALSE,FALSE,FALSE
US-0000837,ASPEN GREEN JOINT LLC,aspen-green-joint-llc,THE GREEN JOINT,green-joint,dispensary,,"720 East Durant Avenue, Unit E-3",Aspen,CO,81611,US,39.18678252,-106.8164765,,,,402R-00752,FALSE,FALSE,FALSE,TRUE
US-0000838,Aspen Hazel LLC,aspen-hazel-llc,Aspen Hazel LLC,aspen-hazel-llc,cultivator,,,,CA,,US,,,(951) 281-0788,Info@aspenhazel.Net,,CCL22-0001525,FALSE,FALSE,FALSE,FALSE
US-0000839,Asseraf Holdings LLC,asseraf-holdings-llc,Green Label RX,green-label-rx,dispensary,,20924 Vanowen St,Canoga Park,CA,91303,US,34.193395,-118.589393,(909) 680-9419,Info@asserafholdings.Com,,C10-0001465-LIC,FALSE,FALSE,FALSE,FALSE
US-0000840,Asset packaging management co llc,asset-packaging-management-co-llc,Asset packaging management co llc,asset-packaging-management-co-llc,other,,,,NY,,US,43.10738,-73.8639,,,,OCM-MICR-24-000123,FALSE,FALSE,FALSE,FALSE
US-0000841,Aster Farms,aster-farms,Aster Farms,aster-farms,cultivator,,,,CA,,US,,,(347) 886-9482,Sam@asterfarms.Com,,CCL18-0002471,FALSE,FALSE,FALSE,FALSE
US-0000842,Aster Farms,aster-farms,Aster Farms,aster-farms,cultivator,,,,CA,,US,,,(347) 886-9482,Sam@asterfarms.Com,,CCL19-0000869,FALSE,FALSE,FALSE,TRUE
US-0000843,"Astro Management, Inc.",astro-management-inc,"Astro Management, Inc.",astro-management-inc,dispensary,,292 Atlantic Ave,Brooklyn,NY,11201,US,40.68856,-73.98911,,,,OCM-CAURD-24-000167,FALSE,FALSE,FALSE,TRUE
