name,dba,slug,dba_slug,type,url,is_bad_url,street_address,city,state,zip_code,country,lat,lng,phone,email,license_state
Bloom Room,"Cb1 Coastside, LLC",bloom-room,cb1-coastside-llc,dispensary,,,1726 Palmetto Ave,Pacifica,CA,94044,US,37.635411,-122.492339,(415) 680-5139,Sveta@citrushill.Org,C10-0000841-LIC
Bloom Wellness – Hometown,"LAND OF LINCOLN DISPENSARY, LLC",bloom-wellness-hometown,land-of-lincoln-dispensary-llc,other,,,4140 Southwest Hwy,Hometown,IL,60456,US,41.73231717,-87.72573327,(708) 549-0420,,284.000363-AUDO
Bloom Wellness – Normal,"LAND OF LINCOLN DISPENSARY, LLC",bloom-wellness-normal,land-of-lincoln-dispensary-llc,other,,,1730 Bradford Ln Ste 185,Normal,IL,61761,US,40.53317276,-88.99320436,(309) 571-1420,,284.000364-AUDO
Bloom Wellness – Quincy,"Herbal Remedies Dispensaries, LLC",bloom-wellness-quincy,herbal-remedies-dispensaries-llc,other,,,,,IL,,US,,,,,284.000361-AUDO
Bloom Wellness – Quincy 2,"Herbal Remedies Dispensaries, LLC",bloom-wellness-quincy-2,herbal-remedies-dispensaries-llc,other,,,,,IL,,US,,,,,284.000362-AUDO
BLOOMERANG [Equity Retailer],Sba Wellness LLC [Equity Retailer],bloomerang-equity-retailer,sba-wellness-llc-equity-retailer,dispensary,,,3015 San Bruno Ave,San Francisco,CA,94134,US,37.72358642,-122.4017624,(415) 990-5561,Sbawellness@gmail.Com,C10-0000640-LIC
Bloomery Cannabis Mt. Clemens,,bloomery-cannabis-mt-clemens,,dispensary,,,142 Northbound Gratiot AVE,Mount Clemens,MI,48043,US,42.60011069,-82.87444748,,,AU-R-001185
Bloomery Cannabis New Buffalo,,bloomery-cannabis-new-buffalo,,dispensary,,,11429 O'Brien CT,New Buffalo,MI,49117,US,41.77148099,-86.72948482,,,AU-R-001193
Bloomfield,"Sgbe, Inc.",bloomfield,sgbe-inc,other,,,,,CA,,US,,,(539) 278-6529,Brooke@thebloomfieldco.Com,C11-0000799-LIC
Bloomfield,"Sgbe, Inc.",bloomfield,sgbe-inc,other,,,,,CA,,US,,,(530) 278-5989,Brooke@thebloomfieldco.Com,DCC-10003623
BLOOMINATI CANNABIS CORP,,bloominati-cannabis-corp,,dispensary,,,,Sw Washington Ave Corvallis,OR,97333-4407,US,44.5600714,-123.2622113,,,050-101408643F8
BLOOMINATI CANNABIS CORP.,BLOOMINATI CANNABIS CORP,bloominati-cannabis-corp,bloominati-cannabis-corp,dispensary,,,,Pacific Ave Forest Grove,OR,97116-2452,US,45.5194537,-123.1039603,,,050-1013962E065
Blooming Buds LLC,,blooming-buds-llc,,dispensary,,,116 N 1st ST,Harrisville,MI,48740,US,44.6566944,-83.29109815,,,AU-R-000875
"Blue Arrow Botanicals, Budd Dispensary",,blue-arrow-botanicals-budd-dispensary,,other,,,12077 N State Highway 5,Sunrise Beach,MO,65079,US,38.13253,-92.7933,314-359-1987,,DIS000171
Blue Dream Cannabis & Vintage,BLUE DREAM CANNABIS & VINTAGE LLC,blue-dream-cannabis-vintage,blue-dream-cannabis-vintage-llc,dispensary,,,,Se Powell Blvd Portland,OR,97202-2348,US,45.4997648,-122.6506267,,,050-1018267C84D
BLUE EARTH FARMS,BLUE EARTH CANNABIS LLC,blue-earth-farms,blue-earth-cannabis-llc,cultivator|dispensary,,,65495 County Road Z,Moffat,CO,81143,US,37.98806287,-105.7842945,,,403R-01283
Blue Forest Farms Dispensary LLC,,blue-forest-farms-dispensary-llc,,dispensary,https://blueforestfarmsdispensary.com,,122 E 25th St,New York,NY,10010,US,40.74097,-73.98431,917-970-0440,info@bffdispensary.com,OCM-RETL-24-000016
BLUE FOX BRANDS,TAMALPAIS PARTNERS LLC,blue-fox-brands,tamalpais-partners-llc,dispensary,,,35715 US Highway 40 D205-206,Evergreen,CO,80439,US,39.71953453,-105.4014607,,,404R-00528
BLUE HERON DISPENSARY,VILLAGE RETAIL LLC,blue-heron-dispensary,village-retail-llc,dispensary,,,"100 West Main Street, Unit A",Oak Creek,CO,80467,US,40.27605056,-106.9586197,,,402R-00483
"BLUE MOUNTAIN COLLECTIVE, INC.",,blue-mountain-collective-inc,,dispensary,,,692 Marshall Ave,San Andreas,CA,95249,US,38.190253,-120.671625,(209) 754-3289,Conradbonet0710@gmail.Com,C10-0000007-LIC
Blue Oak,,blue-oak,,other,,,1025 Broad St suite 2,Bloomfield,NJ,07003,US,40.82711764,-74.18762124,,,
"Blue Palo Verde 1, LLC",,blue-palo-verde-1-llc,,other,,,"7710 South Wilmot Road, Suite 100",Tucson,AZ,85756,US,32.11297283,-110.8580243,586-855-6649,,0000150ESTPZ83854528
Blue Sage Cannabis Company,"CB Slugger, LLC",blue-sage-cannabis-company,cb-slugger-llc,dispensary,,,,Jessamine Co.,KY,,US,37.895573,-84.564147,,,
Blue Sage Cannabis Deli,,blue-sage-cannabis-deli,,other,,,1015 Mccausland Ave,St. Louis,MO,63117,US,38.63246,-90.304961,314-677-1110,,DIS000210
Blue Sage Cannabis Deli,,blue-sage-cannabis-deli,,other,,,730 Market St,Farmington,MO,63640,US,37.791274,-90.436594,573-712-2980,,DIS000132
Blue Sage Cannabis Deli,,blue-sage-cannabis-deli,,other,,,17015-17017 Bel Ray Blvd,Belton,MO,64012,US,38.814999,-94.49643,816-888-8660,,DIS000221
"Blue Sage Cannabis Deli, Come See Your Buds",,blue-sage-cannabis-deli-come-see-your-buds,,other,,,2929 The Loop,Carthage,MO,64836,US,37.137253,-94.314,417-800-2200,,DIS000097
"Blue Sage Cannabis Deli, Dispensary Outlet, Come See Your Buds",,blue-sage-cannabis-deli-dispensary-outlet-come-see-your-buds,,other,,,1210 Deadra Dr,Lebanon,MO,65536,US,37.6685271,-92.6366297,417-991-3491,,DIS000187
Blue Sage Cannabis Deli; Blue Sage Cannabis Co.,,blue-sage-cannabis-deli-blue-sage-cannabis-co,,other,,,2093 Smizer Station Rd,Valley Park,MO,63088,US,38.5371004,-90.4950661,223-488-7346,,DIS000080
BLUE SAND CONSULTING,TRINIDAD CULTIVATION SERVICES INC,blue-sand-consulting,trinidad-cultivation-services-inc,cultivator|dispensary,,,13002 County Road 26.2,Trinidad,CO,81082,US,37.1835309,-104.4819293,,,403R-00753
Blue Sky Ann Arbor,,blue-sky-ann-arbor,,dispensary,,,321 E Liberty ST,Ann Arbor,MI,48104,US,42.2795475,-83.74562772,,,AU-R-001517
Blue Sky Cannabis Co.,,blue-sky-cannabis-co,,dispensary,,,510 Savage RD,Belleville,MI,48111,US,42.2028251,-83.4780244,,,AU-R-000750
BLUE STAR PARTNERS LLC,,blue-star-partners-llc,,dispensary,,,,,NV,,US,,,,,2.84763E+19
Blue Violets,,blue-violets,,other,,,628 Washington St,Hoboken,NJ,07030,US,40.74385904,-74.02901183,,,
blueFIRE,"Bluefire, Inc.",bluefire,bluefire-inc,dispensary,,,1975 Olive Ave W,Merced,CA,95348,US,37.31956,-120.502708,(209) 560-0399,Bcc@bluefiremerced.Com,C10-0000620-LIC
Bluegrass Cannacare LLC,,bluegrass-cannacare-llc,,dispensary,,,,Boone Co.,KY,,US,38.9940572,-84.7315563,,,
BluLight Cannabis,,blulight-cannabis,,other,,,890 Mantua Pike,Woodbury Heights,NJ,08097,US,39.81852056,-75.16266441,,,
Blyss Dispensary,"Navada Labs, LLC",blyss-dispensary,navada-labs-llc,other,,,610B S. 42nd Street,Mount Vernon,IL,62864,US,38.31045744,-88.94207917,,,284.000226-AUDO
Boardwalk Extracts,410 Extracts Incorporated,boardwalk-extracts,410-extracts-incorporated,other,,,,,CA,,US,,,(415) 650-8015,William@bloomnetwork.Io,C11-0001006-LIC
Boardwalk Extracts,410 Extracts,boardwalk-extracts,410-extracts,other,,,,,CA,,US,,,(415) 650-8015,William@bloomnetwork.Io,DCC-10003786
BOBBY BROWN BEST BUDS,BOBBY BROWN BEST BUDS LLC,bobby-brown-best-buds,bobby-brown-best-buds-llc,dispensary,,,1131 West Colorado Avenue,Colorado Springs,CO,80904,US,38.83591707,-104.843397,,,402-00216
BOBBY BROWN BEST BUDS LLC,,bobby-brown-best-buds-llc,,dispensary,,,1131 West Colorado Avenue,Colorado Springs,CO,80904,US,38.83591707,-104.843397,,,402R-01142
Bodega Michigan,,bodega-michigan,,dispensary,,,885 E Apple AVE,Muskegon,MI,49442,US,43.23410152,-86.22204433,,,AU-R-000617
BONAFIDE,Sig El Monte LLC,bonafide,sig-el-monte-llc,dispensary,,,"12010 Ramona Blvd, Suite 1",El Monte,CA,91732,US,34.07503,-118.011984,(714) 472-6872,Siglopezpr@gmail.Com,C10-0001212-LIC
BONANZA,C2CC LLC,bonanza,c2cc-llc,dispensary,,,5919 North Broadway,Denver,CO,80216,US,39.80422687,-104.9875251,,,404R-00156
BONSAI CULTIVATION,REDWOOD INVESTMENT PARTNERS LLC,bonsai-cultivation,redwood-investment-partners-llc,cultivator|dispensary,,,1955 South Quince Street,Denver,CO,80231,US,39.68163188,-104.902448,,,403R-00228
"Bonzai, Inc.",,bonzai-inc,,dispensary,,,,,CA,,US,,,(818) 674-4303,Bonzaitemp@gmail.Com,C9-0000554-LIC
BOOGIEZ ARCANNA,,boogiez-arcanna,,dispensary,,,600 S. Capitol AVE,Lansing,MI,48933,US,42.72733712,-84.55399518,,,AU-R-001528
Boogiez Arcanna,,boogiez-arcanna,,dispensary,,,3435 E MICHIGAN AVE,JACKSON,MI,49202,US,42.25347166,-84.45887285,,,AU-R-001367
Boogiez Arcanna,,boogiez-arcanna,,other,,,3435 E Michigan AVE,Jackson,MI,49202,US,42.25347166,-84.45887285,,,PC-000899
BOONE FARMS LLC,,boone-farms-llc,,cultivator|dispensary,,,60710 Highway 96 East,Boone,CO,81025,US,38.23471767,-104.2180934,,,403R-00467
Boone Town Provisions,,boone-town-provisions,,other,,,677 Myrtle Ave,Boonton,NJ,07005,US,40.90956598,-74.39363476,,,
Border Buds,,border-buds,,dispensary,,,19500 M-239,New Buffalo,MI,49117,US,41.766876,-86.727845,,,AU-R-001329
BORDER BUDS,A & M LLC,border-buds,a-m-llc,dispensary,,,84 Goldmine Drive,Pagosa Springs,CO,81147,US,37.2688702,-107.0310312,,,404R-00558
BORDER BUDS,A & M LLC,border-buds,a-m-llc,dispensary,,,1929 Highway 550,Durango,CO,81303,US,37.02534705,-107.8792099,,,402R-00935
Boreal Cannabis,,boreal-cannabis,,dispensary,,,246 E M35,Gwinn,MI,49841,US,46.2810556,-87.4409718,,,AU-R-000713
BORED N BUZZED,,bored-n-buzzed,,dispensary,,,11516 124TH AVE NE,KIRKLAND,WA,980334643,US,47.70344498,-122.1757244,2062265888,,436428
BOSKY GENETICS LLC,,bosky-genetics-llc,,other,,,,,CA,,US,,,(559) 827-3106,Rclark@boskygenetics.Com,C11-0001810-LIC
"Boss Leaf, LLC",,boss-leaf-llc,,dispensary,,,314 Munson AVE,Traverse City,MI,49686,US,44.76207025,-85.58488234,,,AU-R-001397
BOSTON BUD FACTORY INC.,,boston-bud-factory-inc,,dispensary,,,73 Sargeant St,Holyoke,MA,01040,US,42.198299,-72.609684,413-575-9879,frank.dailey@bostonbudfactory.com,MR281525
Botanica,Copper State Herbal Center Inc,botanica,copper-state-herbal-center-inc,other,,,6205 N Travel Center Dr,Tucson,AZ,85741,US,32.31980771,-111.0476865,(520) 395-0230,,00000127ESET80222360
Botanical Sciences Atlanta,"Georgia Dispensary 6, LLC d/b/a",botanical-sciences-atlanta,georgia-dispensary-6-llc-dba,academic,,,1532 Howell Mill Rd.,Atlanta,GA,30318,US,33.7974041,-84.4164236,,,DISP0018
Botanical Sciences Chamblee,"Georgia Dispensary 1, LLC dba",botanical-sciences-chamblee,georgia-dispensary-1-llc-dba,academic,,,3927 Buford Hwy NE,Atlanta,GA,30345,US,33.8579104,-84.3114939,,,DISP0007
Botanical Sciences Marietta,"Georgia Dispensary 3, LLC dba",botanical-sciences-marietta,georgia-dispensary-3-llc-dba,academic,,,"2468 Windy Hill Rd, Suite 900",Marietta,GA,30067,US,33.902355,-84.4816349,,,DISP0004
Botanical Sciences Pooler,"Georgia Dispensary 4, LLC dba",botanical-sciences-pooler,georgia-dispensary-4-llc-dba,academic,,,"100 Zoya Lane, Suite 112",Pooler,GA,31322,US,32.0870758,-81.2769441,,,DISP0005
Botanical Sciences Stockbridge,"Georgia Dispensary 2, LLC dba",botanical-sciences-stockbridge,georgia-dispensary-2-llc-dba,academic,,,1791 Rock Quarry Rd,Stockbridge,GA,30281,US,33.5079524,-84.2289087,,,DISP0008
Botera Harrison,,botera-harrison,,other,,,701 Frank E Rodgers Blvd N,Harrison,NJ,07029,US,40.75182769,-74.15744542,,,
Botera Union,,botera-union,,other,,,2290 US-22,Union,NJ,07083,US,40.69037491,-74.29131874,,,
BOTTLEROCK OPERATIONS COMPANY LLC,,bottlerock-operations-company-llc,,other,,,,,CA,,US,,,(307) 296-6046,Hardave.Bottlerock@gmail.Com,C13-0000300-LIC
BOULDER BUILT,B WELL LLC,boulder-built,b-well-llc,dispensary,,,"5420 Arapahoe Avenue, Suite F",Boulder,CO,80303,US,40.01454826,-105.2270263,,,402-00642
BOULDER BUILT,B WELL LLC,boulder-built,b-well-llc,dispensary,,,"5420 Arapahoe Avenue, Suite E",Boulder,CO,80303,US,40.01454826,-105.2270263,,,402R-00415
BOULDER BUILT LLC,,boulder-built-llc,,cultivator,,,5305 Vasquez Boulevard,Commerce City,CO,80022,US,39.79329264,-104.9395543,,,403-02292
BOULDER BUILT LLC,,boulder-built-llc,,cultivator|dispensary,,,5305 Vasquez Boulevard,Commerce City,CO,80022,US,39.79329264,-104.9395543,,,403R-01044
BOULDER BUILT LLC,,boulder-built-llc,,dispensary,,,5305 Vasquez Boulevard,Commerce City,CO,80022,US,39.79329264,-104.9395543,,,404R-00385
BOULDER MANUFACTURING LLC,,boulder-manufacturing-llc,,other,,,"5575 Arapahoe Avenue, Units B & C",Boulder,CO,80303,US,40.01476186,-105.2236003,,,404-00204
BOULDER MANUFACTURING LLC,,boulder-manufacturing-llc,,dispensary,,,5575 Arapahoe Avenue  Units B & C,Boulder,CO,80303,US,40.01476186,-105.2236003,,,404R-00060
"BOUNTIFUL FARMS, INC.",,bountiful-farms-inc,,dispensary,,,315 Worcester Road,Framingham,MA,01701,US,42.29855,-71.407885,512-567-7603,wisechad@gmail.com,MR284694
"BOUNTIFUL FARMS, INC.",,bountiful-farms-inc,,dispensary,,,300 Newburyport Turnpike Unit 1,Rowley,MA,01969,US,42.71307,-70.90771,978-356-5060,spencer@oldplantersofcapeann.org,MR282588
Bowdega,,bowdega,,dispensary,,,45411 Park AVE Suite B,Utica,MI,48315,US,42.62840455,-83.01034813,,,AU-R-001428
BOWZ,,bowz,,dispensary,,,15600 King RD,Riverview,MI,48193,US,42.15541,-83.21155163,,,AU-R-001153
Boyd Farms LLC,,boyd-farms-llc,,other,,,,,NY,,US,42.30294,-79.40576,,,OCM-MICR-24-000195
Boyle Brothers,,boyle-brothers,,other,,,,,CA,,US,,,(310) 418-0488,,DCC-10002803
Boyle Brothers 411,"Boyle Brothers 411, LLC",boyle-brothers-411,boyle-brothers-411-llc,other,,,,,CA,,US,,,(626) 641-5107,Boylebrothersla@gmail.Com,C11-0001999-LIC
BPG,"Berkeley Patients Group, Inc.",bpg,berkeley-patients-group-inc,dispensary,,,2366 San Pablo Ave,Berkeley,CA,94702,US,37.863312,-122.290679,(510) 540-6013,Compliance@mybpg.Com,C10-0000033-LIC
Brand Faction Ca Inc.,,brand-faction-ca-inc,,other,,,,,CA,,US,,,(513) 532-5600,Andrew@medbev.Com,C11-0001535-LIC
Brand JAHnetics,The Herb Connection,brand-jahnetics,herb-connection,other,,,,,CA,,US,,,(415) 596-3315,Carsonjmccarty@gmail.Com,C12-0000581-LIC
BRB CALIFORNIA LLC,,brb-california-llc,,other,,,,,CA,,US,,,(203) 550-3679,Scott.Ogur@bellrockbrands.Com,C11-0001897-LIC
Bread Farms,Mds Retail,bread-farms,mds-retail,dispensary,,,4316 Melrose Ave,Los Angeles,CA,90029,US,34.083399,-118.294721,(323) 677-4410,Melrosecure@gmail.Com,C10-0001008-LIC
Breakwater,,breakwater,,other,,,154 Westfield Ave W,Roselle Park,NJ,07204,US,40.6609069,-74.26909825,,,
Breakwater,,breakwater,,other,,,2 Corporate Dr,East Windsor,NJ,08512,US,40.6609069,-74.26909825,,,
BRECKENRIDGE ORGANIC THERAPY LLC,,breckenridge-organic-therapy-llc,,dispensary,,,"1900 Airport Road, Units A1 and A2",Breckenridge,CO,80424,US,39.5086109,-106.0516703,,,402R-00181
Breez CA LLC,,breez-ca-llc,,other,,,,,CA,,US,,,(303) 518-3510,Awalters@post.Harvard.Edu,C11-0001415-LIC
Breez CA LLC,,breez-ca-llc,,dispensary,,,,,CA,,US,,,(303) 518-3510,Awalters@post.Harvard.Edu,C9-0000468-LIC
Breez CA LLC,,breez-ca-llc,,other,,,,,CA,,US,,,(224) 577-5774,,DCC-10004710
Breez CA LLC,,breez-ca-llc,,other,,,,,CA,,US,,,(224) 577-5774,Krista@findbreez.Com,C12-0000603-LIC
Brentwood Greens,"P 22 Co, LLC",brentwood-greens,p-22-co-llc,dispensary,,,11906 Wilshire Blvd,Los Angeles,CA,90025,US,34.046263,-118.464452,(213) 503-2726,Aram@irecoverift.Com,C10-0001477-LIC
Briar Hill Holdings LLC,,briar-hill-holdings-llc,,dispensary,,,1385 Abbott Rd,Lackawanna,NY,14218,US,42.82709,-78.80407,,,OCM-RETL-24-000069
BRIARGATE WELLNESS CENTER,ASGR LLC,briargate-wellness-center,asgr-llc,cultivator,,,"890 Dublin Boulevard, Suites A, B, & C",Colorado Springs,CO,80918,US,38.92585048,-104.8110877,,,403-00176
Bridge City Collective – East Dubuque,"UHCC, Inc.",bridge-city-collective-east-dubuque,uhcc-inc,other,,,"122 Sinsinawa Ave, 1219",East Dubuque,IL,61025,US,42.4934099,-90.6449246,(563) 207-4123,,284.000307-AUDO
Bridge City Collective Dispensary,,bridge-city-collective-dispensary,,other,,,665 Hamilton St,Somerset,NJ,08873,US,40.49202518,-74.4714996,,,
"Bright Elephant, LLC",,bright-elephant-llc,,dispensary,,,206 8th Ave,New York,NY,10011,US,40.74367,-73.99946,,,OCM-RETL-24-000041
BRILLIANT BOTANICALS LLC,,brilliant-botanicals-llc,,other,https://brilliantbotanicalsllc.com,,,,NY,,US,42.45202,-76.47366,,,OCM-MICR-24-000148
Brite Labs,"Golden State Recycling Collective, Inc.",brite-labs,golden-state-recycling-collective-inc,other,,,,,CA,,US,,,(510) 250-9330,Brown@britelabs.Com,C12-0000407-LIC
BRIX CANNABIS,NUTMEG NEW BRITAIN JV LLC,brix-cannabis,nutmeg-new-britain-jv-llc,cultivator,,,1 HARTFORD SQ UNIT 16A,NEW BRITAIN,CT,06052,US,41.66652024,-72.81675597,,,ACME.0008474
BRMFLD CONFIDENTIAL,BUENA SUERTE COMPANY LLC,brmfld-confidential,buena-suerte-company-llc,dispensary,,,"11640 Teller Street, Suite E",Broomfield,CO,80020,US,39.90808315,-105.076351,,,402-01339
BRMFLD CONFIDENTIAL,BUENA SUERTE COMPANY LLC,brmfld-confidential,buena-suerte-company-llc,dispensary,,,"11640 Teller Street, Suite E",Broomfield,CO,80020,US,39.90808315,-105.076351,,,402R-00967
"BROADWAY ALLIANCE, LLC",,broadway-alliance-llc,,other,,,,,CA,,US,,,(310) 560-9428,Danny@broadwayallianceLLC.Com,C12-0000072-LIC
Broadway Cannabis Market,BROADWAY PROJECT INC.,broadway-cannabis-market,broadway-project-inc,dispensary,,,11030 SW Capitol Hwy Portland,,OR,,US,45.4456633,-122.7261518,,,050-22768
BROADWAY DISTRO LLC,,broadway-distro-llc,,other,,,,,CA,,US,,,(562) 342-4855,Broadwaydistrolb@gmail.Com,C11-0001354-LIC
Broda jonz,Broda Jonz LLC,broda-jonz,broda-jonz-llc,other,,,,,CA,,US,,,(925) 785-6701,Haris.Yonisi@gmail.Com,C11-0002037-LIC
"BRODEO, INC.",,brodeo-inc,,other,,,,,CA,,US,,,(831) 588-0852,Tyler@3brosgrow.Com,C12-0000356-LIC
Bronx Extracts,Bronx Extracts LLC,bronx-extracts,bronx-extracts-llc,other,,,,,CA,,US,,,(530) 328-3688,Ss@bronxextracts.Com,DCC-10004699
BRONX JOINT,"LUKE CLOUD, INC.",bronx-joint,luke-cloud-inc,dispensary,,,925 Hunts Point Ave,Bronx,NY,10459,US,40.82063,-73.89125,,,OCM-CAURD-24-000064
Bronx-Blenheim Benefit Corp.,,bronx-blenheim-benefit-corp,,manufacture,https://bronxb.com,,,,NY,,US,42.58822,-74.44212,,Info@bronxb.com,OCM-MICR-24-000164
Brooklyn Bourne Dispensary,Bourne High LLC,brooklyn-bourne-dispensary,bourne-high-llc,dispensary,,,2225 Church Avenue,Brooklyn,NY,11226,US,40.65048,-73.95781,,,OCM-CAURD-24-000188
Brooklyn Organic Buds LLC,,brooklyn-organic-buds-llc,,dispensary,,,623 Bergen St,Brooklyn,NY,11238,US,40.67964,-73.96912,,,OCM-CAURD-24-000130
Brotherly Bud Dispensary,,brotherly-bud-dispensary,,other,,,500 N Black Horse Pike,Mt Ephraim,NJ,08059,US,39.89404819,-75.09155825,,,
Brothers Gardens,"ScarBlair Holdings, LLC",brothers-gardens,scarblair-holdings-llc,other,,,,,NY,,US,43.4197,-74.9625,,,OCM-MICR-24-000054
brothers Hempire,,brothers-hempire,,dispensary,,,,,CA,,US,,,(818) 269-3989,Ptralfaro@yahoo.Com,C9-0000636-LIC
Brothers Hempire LLC,,brothers-hempire-llc,,other,,,,,CA,,US,,,(818) 269-3989,Ptralfaro@yahoo.Com,C11-0001755-LIC
Brothers Hempire LLC,,brothers-hempire-llc,,other,,,,,CA,,US,,,(818) 269-3989,Ptralfaro@yahoo.Com,DCC-10004848
Brown Budda New York,Brown Budda New York LLC,brown-budda-new-york,brown-budda-new-york-llc,dispensary,,,1533 County Road 39,Southampton,NY,11968,US,40.89485,-72.44985,,,OCM-CAURD-24-000157
Brownies,Brownies Dispensary LLC,brownies,brownies-dispensary-llc,dispensary,https://browniesbrand.com,,1686 Central Ave,Albany,NY,12205,US,42.72287,-73.83892,(518) 608-1010,Contact@BrowniesBrand.com,OCM-CAURD-24-000067
BSeen,Bseen LLC,bseen,bseen-llc,other,,,,,CA,,US,,,(916) 248-2049,Matt.S@ccmup.Com,C11-0000501-LIC
"BTJ VENTURES, INC",,btj-ventures-inc,,other,,,,,CA,,US,,,(949) 482-7058,Khrisspain@gmail.Com,C11-0000646-LIC
"BTJ Ventures, Inc",,btj-ventures-inc,,other,,,,,CA,,US,,,(949) 482-7058,Khrisspain@gmail.Com,DCC-10002667
Bubblegum Dispensary,"State Of Hope, Inc.",bubblegum-dispensary,state-of-hope-inc,dispensary,,,6700 Foothill Blvd,Tujunga,CA,91042,US,34.246762,-118.278284,(323) 646-6666,Arnokhach@hotmail.Com,C10-0001239-LIC
"BUCK MOUNTAIN, LLC",,buck-mountain-llc,,other,,,,,CA,,US,,,(518) 524-8810,Buckmountaincannabis@gmail.Com,C12-0000572-LIC
Bud & Honey Dispensary Inc.,,bud-honey-dispensary-inc,,dispensary,,,241 5th Ave,New York,NY,10016,US,40.74436,-73.98749,,,OCM-CAURD-24-000142
BUD & MARY'S CANNABIS,MEDPHARM HOLDINGS LLC,bud-marys-cannabis,medpharm-holdings-llc,cultivator,,,3855 North Quentin Street,Denver,CO,80239,US,39.77045186,-104.8448267,,,403-01810
BUD & MARY'S CANNABIS,MEDPHARM HOLDINGS LLC,bud-marys-cannabis,medpharm-holdings-llc,cultivator|dispensary,,,3855 North Quentin Street,Denver,CO,80239,US,39.77045186,-104.8448267,,,403R-01040
BUD & MARY'S CANNABIS,MEDPHARM HOLDINGS LLC,bud-marys-cannabis,medpharm-holdings-llc,other,,,3855 North Quentin Street,Denver,CO,80239,US,39.77045186,-104.8448267,,,404-00539
BUD & MARY'S CANNABIS,MEDPHARM HOLDINGS LLC,bud-marys-cannabis,medpharm-holdings-llc,dispensary,,,3855 North Quentin Street,Denver,CO,80239,US,39.77045186,-104.8448267,,,404R-00384
BUD & MARY'S CANNABIS,MEDPHARM HOLDINGS LLC,bud-marys-cannabis,medpharm-holdings-llc,cultivator,,,3855 North Quentin Street,Denver,CO,80239,US,39.77045186,-104.8448267,,,408C-00001
Bud & Rita's - The Loop,CESAM LLC,bud-ritas---the-loop,cesam-llc,other,,,781 N Milwaukee Ave,Wheeling,IL,60090,US,42.15194076,-87.91410945,(847) 307-0100,,284.000142-AUDO
Bud 2 Bloom,,bud-2-bloom,,other,,,123 Ledgewood Ave #1a,Netcong,NJ,07857,US,40.8962319,-74.69750046,,,
Bud And Beyond,"Mission Hills Patients Collective, Inc.",bud-and-beyond,mission-hills-patients-collective-inc,dispensary,,,6944 N Reseda Blvd,Reseda,CA,91335,US,34.197059,-118.535706,(213) 618-4894,Mhpcollective1@gmail.Com,C10-0000085-LIC
Bud and Rita's - Forsyth,"FORSYTH RETAIL OPERATIONS, LLC",bud-and-ritas---forsyth,forsyth-retail-operations-llc,other,,,1401 Hickory Point Dr,Forsyth,IL,62535,US,39.92048727,-88.96105274,(217) 759-1704,,284.000218-AUDO
Bud and Rita's - Niles,ILLINOIS CANNABIS COMPANY LLC,bud-and-ritas---niles,illinois-cannabis-company-llc,other,,,5960 W Touhy Ave,Niles,IL,60714,US,42.0120266,-87.77543878,(773) 207-7939,,284.000280-AUDO
Bud and Rita's - Wadsworth,"Green and Randle, LLC",bud-and-ritas---wadsworth,green-and-randle-llc,other,,,41509 N US Highway 41,Wadsworth,IL,60083,US,42.4658266,-87.9457706,(313) 367-0156,,284.000277-AUDO
Bud and Rita's – Chicago,"Green and Randle, LLC",bud-and-ritas-chicago,green-and-randle-llc,other,,,3425 W Belmont Ave,Chicago,IL,60618,US,41.93920584,-87.71348143,,,284.000276-AUDO
BUD BARN,,bud-barn,,dispensary,,,6725 MARTIN WAY E,OLYMPIA,WA,98516,US,47.05110774,-122.7926325,3609601220,,421335
BUD BARN,,bud-barn,,dispensary,,,10619 VANCIL RD SE,YELM,WA,98597,US,46.93441344,-122.5955014,3609601220,,428005
