BUSINESS_NAME,BUSINESS_EMAIL,BUSINESS_PHONE,BUSINESS_ADDRESS_1,BUSINESS_ADDRESS_2,BUSINESS_CITY,BUSINESS_STATE,BUSINESS_ZIP_CODE,MAILING_ADDRESS_1,MAILING_ADDRESS_2,MAILING_CITY,MAILING_STATE,MAILING_ZIP_CODE,EIN_TIN,LICENSE_NUMBER,LICENSE_TYPE,REVIEW_PRIORITY,FIRST_COMPLIANCE_REVIEW_DATE,CNB_DEEMED_COMPLETE_DATE,APPROVED_LICENSE_STAGE,LICENSE_STATUS,LIC_FEE_PAYMENT_SUBMITTED_DATE,LICENSE_FEE_AMOUNT,PHYSICAL_ADDRESS_1,PHYSICAL_ADDRESS_2,PHYSICAL_CITY,PHYSICAL_ZIP_CODE,PRIORITY,FEE_WAIVER_REQUEST,FEE_WAIVER_EE_OR_SE_NUMBER,APPROVED_SOCIAL_EQUITY,EE_PRIORITY_STATUS,EE_PRIORITY_NUMBER_FROM_ACCOUNT,EE_PRIORITY_NUMBER_FROM_APPLICATION,RMD_PRIORITY_STATUS,RMD_PRIORITY_NUMBER_FROM_ACCOUNT,RMD_PRIORITY_NUMBER_FROM_APPLICATION,CULTIVATION_ENVIRONMENT,CULTIVATION_TIER,CNB_INITIAL_DATE_OF_REVIEW,CNB_DATE_NOTICE_SENT_TO_MUNICIPALITY,CNB_60_DAY_MUNICIPAL_DEADLINE_DATE,CNB_90_DAY_REVIEW_DEADLINE_DATE,CNB_DATE_BACKGROUND_AUTHORIZATION_SENT,CNB_DATE_BACKGROUND_REPORT_RECEIVED,CNB_FINGER_PRINT_RESULTS_RECEIVED_DATE,CNB_DATE_OF_MUNICIPAL_RESPONSE,CNB_FINAL_APPLICATION_REVIEW,CNB_APPLICATION_RECOMMENDATION,CNB_DATE_OF_FINAL_INSPECTION,CNB_FINAL_INSPECTION_RESULT,CNB_FINAL_LICENSE_RECOMMENDATION,CNB_DATE_OF_FINAL_LICENSURE,COMMENCE_OPERATIONS_DATE,LICENSE_ORIGINAL_START_DATE,LICENSE_START_DATE,LICENSE_EXPIRATION_DATE,LICENSE_SUSPENSION_START_DATE,LICENSE_SUSPENSION_END_DATE,LICENSE_REVOCATION_DATE,LICENSE_SURRENDERED_DATE,SOURCE_FILE,APPLICATION_DENIED_DATE,APPROVED_SE_NUMBER,APPLICATION_APPROVED_DATE,ORIGINAL_SUBMITTED_DATE,APPLICATION_CREATED_DATE,APPLICATION_STATUS,SUBMITTED_DATE,PAYMENT_AMOUNT,APPLICATION_NUMBER,ESTABLISHMENT_ADDRESS_1,ESTABLISHMENT_ADDRESS_2,ESTABLISHMENT_CITY,ESTABLISHMENT_STATE,ESTABLISHMENT_ZIP_CODE,REVIEW_PRIORITY_CATEGORY,REVIEW_PRIORITY_TYPE,COMMENCE_OPS,INDUSTRY
"Green Gold Group, Inc",james@mcmahonstrategic.com,774-251-9888,60 Prospect Street,,North Brookfield,MA,01535,60 Prospect Street,,North Brookfield,MA,01535,47-4984402,RMD4217,Medical Marijuana Treatment Center,General Applicant,,,FINAL LICENSE,Active,,50000,1140 Thorndike Street,,Palmer,01069,False,No,,,,,,,,,Indoor,"Tier 07: 50,0001 to 60,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,3500,RMDA4217,1140 Thorndike Street,,Palmer,MA,01069,General Applicant,General Applicant,FALSE,Medical
Onyx Grow LLC,info@MAYFLOWERMEDICINALS.COM,508-356-6600,33 Union St,Suite 2,Boston,MA,02108,33 Union St,Suite 2,Boston,MA,02108,47-5013962,MC281343,Marijuana Cultivator,Priority Review - MTC Priority,,,FINAL LICENSE,Expired,,2500,89 October Hill Road,,Holliston,01746,true,No,,,,,,,,RP201883,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,400,MCN281343,89 October Hill Road,,Holliston,MA,01746,Priority Review,MTC Priority,FALSE,Adult-Use
Onyx Grow LLC,info@mayflowermedicinals.com,508-356-6600,33 Union Street,Suite 2,Boston,MA,02108,33 Union Street,Suite 2,Boston,MA,02108,47-5013962,MP281480,Marijuana Product Manufacturer,Priority Review - MTC Priority,,,FINAL LICENSE,Expired,,5000,89 October Hill Road,,Holliston,01746,true,No,,,,,,,,RP201883,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,300,MPN281480,89 October Hill Road,,Holliston,MA,01746,Priority Review,MTC Priority,FALSE,Adult-Use
"Mayflower Medicinals, Inc.",info@mayflowermedicinals.com,508-356-6600,33 Union Street,,Boston,MA,02108,33 Union Street,,Boston,MA,02108,47-5013962,MR281256,Marijuana Retailer,Priority Review - MTC Priority,,,FINAL LICENSE,Active,,5000,645 Park Avenue,,Worcester,01603,true,No,,,,,,APPROVED,RP201883,RP201883,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,300,MRN281256,645 Park Avenue,,Worcester,MA,01603,Priority Review,MTC Priority,FALSE,Adult-Use
"Mayflower Medicinals, Inc.",info@mayflowermedicinals.com,508-356-6600,33 Union Street,Suite 2,Boston,MA,02108,33 Union Street,Suite 2,Boston,MA,02108,47-5013962,MR282155,Marijuana Retailer,Priority Review - MTC Priority,,,FINAL LICENSE,Active,,10000,450 Chelmsford Street,Unit 7,Lowell,01851,true,No,,,,,,APPROVED,RP201883,RP201883,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MRN282155,450 Chelmsford Street,Unit 7,Lowell,MA,01851,Priority Review,MTC Priority,FALSE,Adult-Use
"Mayflower Medicinals, Inc.",info@mayflowermedicinals.com,508-356-6600,230 Harvard Avenue,,Boston,MA,02134,33 Union Street,Suite 2,Boston,MA,02108,47-5013962,MR282682,Marijuana Retailer,Priority Review - MTC Priority,,,FINAL LICENSE,Active,,10000,230 Harvard Avenue,,Boston,02134,true,No,,,,,,APPROVED,RP201883,RP201883,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MRN282682,230 Harvard Avenue,,Boston,MA,02134,Priority Review,MTC Priority,FALSE,Adult-Use
"Mayflower Medicinals, Inc.",Andy.Plante@ianthuscapital.com,508-356-6600,33 Union Street,Suite 2,Boston,MA,02108,33 Union Street,Suite 2,Boston,MA,02108,47-5025145,MC282690,Marijuana Cultivator,Priority Review - MTC Priority,,,FINAL LICENSE,Active,,2500,1100 Innovation Way ,FKA Lot 183,Fall River,02722,true,No,,,,,,APPROVED,RP201858,RP201858,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,400,MCN282690,1100 Innovation Way,Fka Lot 183,Fall River,MA,02722,Priority Review,MTC Priority,FALSE,Adult-Use
"Mayflower Medicinals, Inc.",Andy.Plante@ianthuscapital.com,508-356-6600,33 Union Street,Suite 2,Boston,MA,02108,33 Union Street,Suite 2,Boston,MA,02108,47-5025145,MP281858,Marijuana Product Manufacturer,Priority Review - MTC Priority,,,FINAL LICENSE,Active,,10000,1100 Innovation Way ,FKA Lot 183,Fall River,02722,true,No,,,,,,APPROVED,RP201858,RP201858,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MPN281858,1100 Innovation Way,Fka Lot 183,Fall River,MA,02722,Priority Review,MTC Priority,FALSE,Adult-Use
"Holistic Industries, Inc.",david.cohen@holisticindustries.com,917-757-9408,304 Somerville Avenue,,Somerville,MA,02143,1900 West Park Drive,Suite 280,Westborough,MA,01581,47-5374980,MC282056,Marijuana Cultivator,Priority Review - MTC Priority,,,FINAL LICENSE,Active,,5000, 96 Palmer Road,,Monson,01057,true,No,,,,,,APPROVED,RP201840,RP201840,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,600,MCN282056,96 Palmer Road,,Monson,MA,01057,Priority Review,MTC Priority,FALSE,Adult-Use
"Holistic Industries, Inc.",david.cohen@holisticindustries.com,917-757-9408,304 Somerville Avenue,,Somerville,MA,02143,1900 West Park Drive,Suite 280,Westborough,MA,01581,47-5374980,MP281630,Marijuana Product Manufacturer,Priority Review - MTC Priority,,,FINAL LICENSE,Active,,10000,96 Palmer Road,,Monson,01057,true,No,,,,,,APPROVED,RP201840,RP201840,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,300,MPN281630,96 Palmer Road,,Monson,MA,01057,Priority Review,MTC Priority,FALSE,Adult-Use
"Holistic Industries, Inc.",david.cohen@holisticindustries.com,917-757-9408,304 Somerville Avenue,,Somerville,MA,02143,1900 West Park Drive,Suite 280,Westborough,MA,01581,47-5374980,MR281787,Marijuana Retailer,Priority Review - MTC Priority,,,FINAL LICENSE,Active,,10000,304 Somerville Avenue,,Somerville,02143,true,No,,,,,,APPROVED,RP201840,RP201840,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MRN281787,304 Somerville Avenue,,Somerville,MA,02143,Priority Review,MTC Priority,FALSE,Adult-Use
"Holistic Industries, Inc",david.cohen@holisticindustries.com,917-757-9408,304 Somerville Avenue,,Somerville,MA,02143,24 School Street,C/O William Cass,Boston,MA,02108,47-5374980,MR282605,Marijuana Retailer,Priority Review - MTC Priority,,,FINAL LICENSE,Active,,10000,155 Northampton Street,,Easthampton,01027,true,No,,,,,,APPROVED,RP201840,RP201840,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,300,MRN282605,155 Northampton Street,,Easthampton,MA,01027,Priority Review,MTC Priority,FALSE,Adult-Use
"Holistic Industries, Inc.",david.cohen@holisticindustries.com,917-757-9408,1300 Boston Road,,Springfield,MA,01119,24 School Street,C/O William Cass,Boston,MA,02108,47-5374980,MR282667,Marijuana Retailer,General Applicant,,,FINAL LICENSE,Active,,10000,1300 Boston Road,,Springfield,01119,true,No,,,,,,APPROVED,RP201840,RP201840,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,300,MRN282667,1300 Boston Road,,Springfield,MA,01119,General Applicant,General Applicant,FALSE,Adult-Use
"The Heirloom Collective, Inc. ",jcounihan@prismventure.com,617-852-7044,38 Arbor Way ,,North Easton ,MA,02356,38 Arbor Way ,,North Easton ,MA,02356,47-5460213,MC281438,Marijuana Cultivator,Priority Review - MTC Priority,,,FINAL LICENSE,Active,,2500,87 Northfield Road ,,Bernardston,01337,true,No,,,,,,APPROVED,RP201869,RPA201869,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,400,MCN281438,87 Northfield Road,,Bernardston,MA,01337,Priority Review,MTC Priority,FALSE,Adult-Use
"The Heirloom Collective, Inc. ",jcounihan@prismventure.com,617-852-7044,38 Arbor Way ,,North Easton ,MA,02356,38 Arbor Way ,,North Easton,MA,02356,47-5460213,MP281407,Marijuana Product Manufacturer,Priority Review - MTC Priority,,,FINAL LICENSE,Active,,5000,87 Northfield Road,,Bernardston,01337,true,No,,,,,,APPROVED,RP201869,RPA201869,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,300,MPN281407,87 Northfield Road,,Bernardston,MA,01337,Priority Review,MTC Priority,FALSE,Adult-Use
"The Heirloom Collective, Inc. ",jcounihan@prismventure.com,617-852-7044,38 Arbor Way ,,North Easton,MA,02356,38 Arbor Way ,,North Easton ,MA,02356,47-5460213,MR283029,Marijuana Retailer,Priority Review - MTC Priority,,,FINAL LICENSE,Active,,10000,457 Russell Street,,Hadley,01035,true,No,,,,,,APPROVED,RP201869,RPA201869,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,300,MRN283029,457 Russell Street,,Hadley,MA,01035,Priority Review,MTC Priority,FALSE,Adult-Use
"The Heirloom Collective, Inc.",jcounihan@prismventure.com,617-852-7044,38 Arbor Way,,North Easton,MA,02356,38 Arbor Way,,North Easton,MA,02356,47-5460213,MR284511,Marijuana Retailer,General Applicant,,,FINAL LICENSE,Active,,10000,87 Northfield Road,,Bernardston,01337,true,No,,,,,,APPROVED,RP201869,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MRN284511,87 Northfield Road,,Bernardston,MA,01337,General Applicant,General Applicant,FALSE,Adult-Use
"CDX Analytics, LLC",acapano@cdxanalytics.com,978-619-2244,39 Norman Street,,Salem,MA,01970,39 Norman Street,,Salem,MA,01970,47-5562943,IL281275,Independent Testing Laboratory,Priority Review - MTC Priority,,,FINAL LICENSE,Expired,,5000,39 Norman Street,,Salem,01970,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,300,ILN281275,39 Norman Street,,Salem,MA,01970,Priority Review,MTC Priority,FALSE,Adult-Use
Theory Wellness Inc,nick@theorywellness.org,413-429-6472,1050 Elm St,,Bridgewater,MA,02324,38 Montvale Ave,Suite 210,Stoneham,MA,02180,47-5615911,MC281524,Marijuana Cultivator,Priority Review - MTC Priority,,,IN PROCESS,Surrendered,,1250,1050 Elm Street,,Bridgewater,02324,true,No,,,,,,APPROVED,RP201916,RPA201916,Indoor,"Tier 01: up to 5,000 square feet",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,200,MCN281524,1050 Elm Street,,Bridgewater,MA,02324,Priority Review,MTC Priority,FALSE,Adult-Use
Theory Wellness Inc,nick@theorywellness.org,413-429-6472,237 Bow Wow Road,,Sheffield,MA,01257,38 Montvale Ave,#210,Stoneham,MA,02180,47-5615911,MC281928,Marijuana Cultivator,Priority Review - MTC Priority,,,IN PROCESS,Surrendered,,6250,237 Bow Wow Road,,Sheffield,01257,true,No,,,,,,APPROVED,RP201916,RPA201916,Outdoor,"Tier 06: 40,001 to 50,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,300,MCN281928,237 Bow Wow Road,,Sheffield,MA,01257,Priority Review,MTC Priority,FALSE,Adult-Use
Theory Wellness Inc,nick@theorywellness.org,413-429-6472,1050 Elm St,,Bridgewater,MA,02324,38 Montvale Ave,Suite 210,Stoneham,MA,02180,47-5615911,MP281424,Marijuana Product Manufacturer,Priority Review - MTC Priority,,,IN PROCESS,Surrendered,,5000,1050 Elm Street,,Bridgewater,02324,true,No,,,,,,APPROVED,RP201916,RPA201916,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,300,MPN281424,1050 Elm Street,,Bridgewater,MA,02324,Priority Review,MTC Priority,FALSE,Adult-Use
Theory Wellness Inc,nick@theorywellness.org,413-429-6472,394 Stockbridge Rd,,Great Barrington,MA,01230,38 Montvale Ave ,STE 210,Stoneham,MA,02180,47-5615911,MR281549,Marijuana Retailer,Priority Review - MTC Priority,,,FINAL LICENSE,Active,,5000,394 Stockbridge Road,,Great Barrington,01230,true,No,,,,,,APPROVED,RP201916,RPA201916,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,300,MRN281549,394 Stockbridge Road,,Great Barrington,MA,01230,Priority Review,MTC Priority,FALSE,Adult-Use
Theory Wellness Inc,nick@theorywellness.org,413-429-6472,672 Fuller Road,,Chicopee,MA,01020,38 Montvale Ave,#210,Stoneham,MA,02180,47-5615911,MR281835,Marijuana Retailer,Priority Review - MTC Priority,,,FINAL LICENSE,Active,,5000,672 Fuller Road,,Chicopee,01020,true,No,,,,,,APPROVED,RP201916,RPA201916,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,300,MRN281835,672 Fuller Road,,Chicopee,MA,01020,Priority Review,MTC Priority,FALSE,Adult-Use
Theory Wellness Inc. ,brandon@theorywellness.org,845-661-4866,162 Mystic Ave,,Medford,MA,02155,38 Montvale Ave,#210,Stoneham,MA,02180,47-5615911,MR284150,Marijuana Retailer,Priority Review - MTC Priority,,,FINAL LICENSE,Active,,10000,162 Mystic Avenue,,Medford,02155,true,No,,,,,,APPROVED,RP201916,RP201916,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MRN284150,162 Mystic Avenue,,Medford,MA,02155,Priority Review,MTC Priority,FALSE,Adult-Use
"Green Meadows Farm, LLC",bobpatton@greenmeadows.com,203-979-1204,PO Box 2249,,Hamilton,MA,01982,PO Box 2249,,Hamilton,MA,01982,61-1897653,MC282409,Marijuana Cultivator,General Applicant,,,FINAL LICENSE,Active,,5000,64 Mill Street,1st Floor,Southbridge,01550,False,No,,,,,,,,,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,600,MCN282409,64 Mill Street,1St Floor,Southbridge,MA,01550,General Applicant,General Applicant,FALSE,Adult-Use
"Green Meadows Farm, LLC",bobpatton@greenmeadows.com,203-979-1204,PO Box 2249,,Hamilton,MA,01982,PO Box 2249,,Hamilton,MA,01982,61-1897653,MP281763,Marijuana Product Manufacturer,General Applicant,,,FINAL LICENSE,Active,,10000,64 Mill Street,1st Floor,Southbridge,01550,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MPN281763,64 Mill Street,1St Floor,Southbridge,MA,01550,General Applicant,General Applicant,FALSE,Adult-Use
"Green Meadows Farm, LLC",bobpatton@greenmeadows.com,203-979-1204,P.O. Box 2249,,Hamilton,MA,01982,P. O. Box 2249,,Hamilton,MA,01982,61-1897653,MR282316,Marijuana Retailer,General Applicant,,,FINAL LICENSE,Active,,10000,64 Mill Street,1st Floor,Southbridge,01550,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,300,MRN282316,64 Mill Street,1St Floor,Southbridge,MA,01550,General Applicant,General Applicant,FALSE,Adult-Use
"Green Meadows Farm, LLC",licensing@greenmeadows.com,508-909-5881,50 Whalon Street,Suite C,Fitchburg ,MA,01420,P.O. Box  829,,Southbridge,MA,01550,61-1897653,MR284280,Marijuana Retailer,General Applicant,,,FINAL LICENSE,Active,,10000,50 Whalon Street,Suite C,Fitchburg,01420,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MRN284280,50 Whalon Street,Suite C,Fitchburg,MA,01420,General Applicant,General Applicant,FALSE,Adult-Use
"Green Meadows Farm, LLC",chris@greenmeadows.com,508-909-5880,239 Boston Post Road West,,Marlborough,MA,01752,64 Mill Street,,Southbridge,MA,01550,61-1897653,MR285191,Marijuana Retailer,General Applicant,,,FINAL LICENSE,Active,,10000,239 Boston Post Road West,,Marlborough,01752,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MRN285191,239 Boston Post Road West,,Marlborough,MA,01752,General Applicant,General Applicant,FALSE,Adult-Use
"Green Meadows Farm, LLC",licensing@greenmeadows.com,508-909-5881,50 Whalon Street,Suite C,Fitchburg,MA,01420,PO Box 829,,Southbridge,MA,01550,61-1897653,RMD3633,Medical Marijuana Treatment Center,General Applicant,,,FINAL LICENSE,Active,,50000,50 Whalon Street,Suite C,Fitchburg,01420,False,No,,,,,,,,,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,3500,RMDA3633,50 Whalon Street,Suite C,Fitchburg,MA,01420,General Applicant,General Applicant,FALSE,Medical
"Green Meadows Farm, LLC",licensing@greenmeadows.com,508-909-5880,239 Boston Post Road West,,Marlborough,MA,01752,239 Boston Post Road West,,Marlborough,MA,01752,61-1897653,RMD4325,Medical Marijuana Treatment Center,General Applicant,,,PROVISIONAL LICENSE,Active,,50000,239 Boston Post Road West,,Marlborough,01752,False,No,,,,,,,,,Indoor,"Tier 01: up to 5,000 square feet",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,3500,RMDA4325,239 Boston Post Road West,,Marlborough,MA,01752,General Applicant,General Applicant,FALSE,Medical
Paper City Industries LLC,hustleinc303@gmail.com,720-987-0288,125 Southbridge Rd,,Oxford,MA,01537,210 Park Ave #370,,Worcester,MA,01609,61-1919959,MP281627,Marijuana Product Manufacturer,General Applicant,,,FINAL LICENSE,Active,,10000,125 Southbridge Rd,,Oxford,01537,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,300,MPN281627,125 Southbridge Road,,Oxford,MA,01537,General Applicant,General Applicant,FALSE,Adult-Use
"Frozen 4, LLC",virgaben@gmail.com,617-990-6653,618 Columbia Road,,Dorchester,MA,02125,8 Bayridge Lane,,Duxbury,MA,02332,81-1355272,MC281658,Marijuana Cultivator,General Applicant,,,PROVISIONAL LICENSE,Expired,,20000,130 Myricks Street,,Berkley,02779,False,No,,,,,,,,,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,600,MCN281658,130 Myricks Street,,Berkley,MA,02779,General Applicant,General Applicant,FALSE,Adult-Use
"Cresco HHH, LLC",rogue.john6@gmail.com,401-374-3862,1 West Street,,Fall River,MA,02720,PO Box 161,,North Scituate,MA,02060,81-1369497,MC281478,Marijuana Cultivator,Priority Review - MTC Priority,,,FINAL LICENSE,Active,,7500,1 West Street,,Fall River,02720,true,No,,,,,,APPROVED,RP201845,RPA201894,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,600,MCN281478,1 West Street,,Fall River,MA,02720,Priority Review,MTC Priority,FALSE,Adult-Use
"Cresco HHH, LLC",rogue.john6@gmail.com,401-374-3862,1 West Street,,Fall River,MA,02720,PO Box 161 ,,North Scituate,MA,02060,81-1369497,MP281361,Marijuana Product Manufacturer,Priority Review - MTC Priority,,,FINAL LICENSE,Active,,5000,1 West Street,,Fall River,02720,true,No,,,,,,APPROVED,RP201845,RPA201894,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,300,MPN281361,1 West Street,,Fall River,MA,02720,Priority Review,MTC Priority,FALSE,Adult-Use
"Cresco HHH, LLC",rogue.john6@gmail.com,401-374-3862,1 West Street,,Fall River,MA,02720,PO Box 161,,North Scituate,MA,02060,81-1369497,MR281337,Marijuana Retailer,Priority Review - MTC Priority,,,IN PROCESS,Surrendered,,5000,1 West Street,,Fall River,02720,true,No,,,,,,APPROVED,RP201845,RPA201894,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,300,MRN281337,1 West Street,,Fall River,MA,02720,Priority Review,MTC Priority,FALSE,Adult-Use
"Bountiful Farms, Inc.",spencer@oldplantersofcapeann.org,978-356-5060,7 Jewett Hill Road,,Ipswich,MA,01938,7 Jewett Hill Road,,Ipswich ,MA,01938,81-1421538,MR282588,Marijuana Retailer,Priority Review - MTC Priority,,,FINAL LICENSE,Active,,10000,300 Newburyport Turnpike Unit 1,,Rowley,01969,true,No,,,,,,,,RP201971,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,300,MRN282588,300 Newburyport Turnpike Unit 1,,Rowley,MA,01969,Priority Review,MTC Priority,FALSE,Adult-Use
Holistic Health Group Inc,cboothe@holistichealthgroup.org,508-454-5323,202 Wood st,,Hopkinton,MA,01748,202 Wood st,,Hopkinton,MA,01748,81-2188298,MC282431,Marijuana Cultivator,Priority Review - MTC Priority,,,PROVISIONAL LICENSE,Expired,,5000,477 Wareham st,,Middleborough,02344,true,No,,,,,,APPROVED,RP201867,RPA201867,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE305532,,,,APPROVED,,600,MCN282431,477 Wareham Street,,Middleborough,MA,02344,Priority Review,MTC Priority,FALSE,Adult-Use
Holistic Health Group Inc.,cboothe@holistichealthgroup.org,508-454-5323,202 Wood st,,Hopkinton,MA,01748,202 Wood st,,Hopkinton,MA,01748,81-2188298,MC282488,Marijuana Cultivator,Expedited Review - License Type,,,FINAL LICENSE,Expired,,11500,477 Wareham st,,Middleborough,02344,true,No,,,,,,APPROVED,RP201867,RPA201867,Outdoor,"Tier 05: 30,001 to 40,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE305532,,,,APPROVED,,1500,MCN282488,477 Wareham Street,,Middleborough,MA,02344,Expedited Review,License Type,FALSE,Adult-Use
"Holistic Health Group, Inc.",tmcnamara@holistichealthgroup.org,774-419-3892,477 Wareham st,,Middleboro,MA,02346,477 Wareham st,,Middleboro,MA,02346,81-2188298,MP281796,Marijuana Product Manufacturer,General Applicant,,,IN PROCESS,Surrendered,,,477 Wareham Street,,Middleborough,02346,true,No,,,,,,APPROVED,RP201867,RP201867,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE305532,,,,APPROVED,,1500,MPN281796,477 Wareham Street,,Middleborough,MA,02346,General Applicant,General Applicant,FALSE,Adult-Use
Holistic Health Group Inc,tmcnamara@holistichealthgroup.org,774-419-3888,477 Wareham Street,,Middleboro,MA,02346,477 Wareham St,,Middleboro ,MA,02346,81-2188298,MR283126,Marijuana Retailer,Priority Review - MTC Priority,,,FINAL LICENSE,Active,,10000,477 Wareham st,,Middleborough,02346,true,No,,,,,,APPROVED,RP201867,rpa201867,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE305532,,,,APPROVED,,1500,MRN283126,477 Wareham Street,,Middleborough,MA,02346,Priority Review,MTC Priority,FALSE,Adult-Use
"Elevated Access Center, Inc.",rproctor@elevatedaccesscenter.org,617-803-2100,400 Cordwainer Drive,Lot #9,Norwell,MA,02061,175 Derby Street,Suite 12,Hingham,MA,02043,81-3276862,MC283520,Marijuana Cultivator,General Applicant,,,PROVISIONAL LICENSE,Expired,,2500,400 Cordwainer Drive,Lot #9,Norwell,02061,False,No,,,,,,INCOMPLETE,RP201873,,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,400,MCN283520,400 Cordwainer Drive,Lot #9,Norwell,MA,02061,General Applicant,General Applicant,FALSE,Adult-Use
