name,dba,slug,type,url,is_bad_url,street_address,city,state,zip_code,country,lat,lng,phone,email,license_state
Data Not Available,Life is Beautiful 18 LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(323) 477-3060,18lifeisbeautiful@gmail.Com,CCL23-0000313
Data Not Available,Lu Global Investment Group LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(510) 690-7588,Luglobalinvestmentgroup@gmail.Com,CCL21-0004581
Data Not Available,Lynwood Farms LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(323) 333-1965,Lynwoodcure@gmail.Com,CCL23-0000064
Data Not Available,"MSB FACILITIES, INC.",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(213) 400-0269,Lillyhill1105@yahoo.Com,CCL19-0004749
Data Not Available,MTG Investments Inc. DBA Seven Leaves,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(530) 321-8496,T.Kearns@sevenleavesca.Com,CCL18-0000317
Data Not Available,MWMVCR Holdings LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(925) 550-6685,Mwmvcrholdings@gmail.Com,CCL21-0005323
Data Not Available,"Maximum Yield, INC.",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(310) 936-6076,David@reefercityfarms.Com,CCL19-0004136
Data Not Available,Muskrat Enterprise Inc,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(818) 856-7000,Muskratenterprise@yahoo.Com,CCL22-0000982
Data Not Available,NC3 Systems,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(669) 234-4049,Licensing@gocaliva.Com,CCL18-0000047
Data Not Available,"NOBLE AGR, INC.",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(818) 424-4174,Vartanvartan371@yahoo.Com,CCL22-0001630
Data Not Available,"NTZ, Inc.",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(408) 809-4301,Casystematize@gmail.Com,CCL18-0002189
Data Not Available,Needles Flower Refinery Inc,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(928) 404-5522,Sharonbrown775@gmail.Com,CCL18-0001128
Data Not Available,New Genesis Corp,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(323) 306-4444,Karinebadeyan11@gmail.Com,CCL23-0000289
Data Not Available,"New Green Acres, Inc.",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(310) 889-8914,Zulficar47@hotmail.Com,CCL20-0000110
Data Not Available,"Next Green Wave, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(775) 910-9700,Bob@planet13holdings.Com,CCL22-0001497
Data Not Available,Northwestern Flower Company LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 223-2055,Noconamendes@yahoo.Com,CCL24-0000709
Data Not Available,Oakfruitland LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(909) 662-7922,Linziliu@gmail.Com,CCL19-0001019
Data Not Available,"Organic Growth Ventures, Inc.",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(949) 314-5340,Greg@scmg.Com,CCL23-0000509
Data Not Available,"PHC Facilities, Inc.",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(818) 384-9021,Edvin818@gmail.Com,CCL18-0003760
Data Not Available,"PMG Lyfted Farms, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(949) 439-1780,Dan@peloruscg.Com,CCL24-0000300
Data Not Available,Pharm Fresh LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(706) 202-8204,Dan@cuantafy.Com,CCL23-0000376
Data Not Available,Pico Facilities LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(310) 753-0374,Facilitiespico@gmail.Com,CCL24-0000624
Data Not Available,"Plan4Dream Investments, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(925) 286-0962,Plan4dream@hotmail.Com,CCL24-0000824
Data Not Available,Price Poting LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(415) 608-9763,Pricepoting@gmail.Com,CCL23-0000134
Data Not Available,Ralstonian Group LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(818) 476-0076,Ralstoniangroup@gmail.Com,CCL24-0000176
Data Not Available,Robertson Caregivers Beverlywood,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(626) 838-3321,Andrey.Shmykov@gmail.Com,CCL18-0002938
Data Not Available,"Rp2 Holdings, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(949) 922-7477,Peter@thepnegroup.Com,CCL22-0001615
Data Not Available,SGI Ducommon LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(949) 566-7847,Tony.Huang@shrynegroup.Com,CCL19-0005368
Data Not Available,"SILVERSTONE MANAGEMENT, INC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(310) 801-6059,Silverstonemgmt801@gmail.Com,CCL25-0000233
Data Not Available,"SLO Electro, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(646) 509-4800,Simmon@satyacap.Com,CCL20-0002184
Data Not Available,SNA Susan LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(949) 783-8868,Tony@g25ventures.Com,CCL24-0000591
Data Not Available,SSS Richmond LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(510) 255-0195,Sssrichmondca@gmail.Com,CCL21-0004714
Data Not Available,"STEP Holdings, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(818) 835-6327,StepholdingsLLC@gmail.Com,CCL22-0000742
Data Not Available,Sac Project Inc,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(310) 664-4444,1636kathleen@gmail.Com,CCL21-0005029
Data Not Available,"Sage 26, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(760) 867-0158,Info.Sage26LLC@gmail.Com,CCL21-0005499
Data Not Available,"Salud Organics, Inc.",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(323) 306-4444,Karinebadeyan11@gmail.Com,CCL20-0002971
Data Not Available,Shasta Growers LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(530) 605-6982,Ryan@ember-Valley.Com,CCL18-0000059
Data Not Available,Sierra Management Solutions Inc,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(818) 913-6261,Sierramanagementinc@gmail.Com,CCL23-0000373
Data Not Available,Sonoma's Finest,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 772-7960,Dduval@cannaroyalty.Com,CCL18-0002186
Data Not Available,Strategic Solutions LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(310) 749-3550,Craig@terrachoices.Com,CCL22-0000987
Data Not Available,"Sweetwater Canyon Development, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(310) 309-7664,Wemrick@gmail.Com,CCL19-0002162
Data Not Available,TIKUN OLAM ADELANTO LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(213) 605-3151,David@mdmbuilders.Com,CCL25-0000301
Data Not Available,TSLO Inc,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(415) 601-7579,Kjdcollective563@gmail.Com,CCL25-0000018
Data Not Available,"Tempter, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(951) 236-6958,Micah@rrwmail.Com,CCL23-0000457
Data Not Available,Terra Green Oak INC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(415) 999-3368,James@terragreenoak.Com,CCL24-0000578
Data Not Available,The Koffee Shop LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(818) 922-4466,Vg@thekoffee.Shop,CCL25-0000103
Data Not Available,Thrive 11 LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(970) 581-6870,Wendyruth2@gmail.Com,CCL24-0000116
Data Not Available,Top Quality Strains Inc.,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(818) 208-1010,Greg.Eliasian@gesventures.Com,CCL21-0005064
Data Not Available,Tradecraft Ventures LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(310) 990-8779,Paula@dubbros.Com,CCL25-0000142
Data Not Available,"UNCLE GREEN, INC.",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(599) 359-6512,Slalani@calcanlicense.Com,CCL19-0002610
Data Not Available,VALLEY SUPPLY GROUP LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(818) 438-5202,Edgar.Ambarchyan@gmail.Com,CCL22-0000955
Data Not Available,"Vici International, Inc.",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(415) 819-8443,Internationalvici@gmail.Com,CCL25-0000272
Data Not Available,"Wynn Fung, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(510) 847-0036,WynfundLLC@gmail.Com,CCL20-0002298
Data Not Available,Wynn Investment Group LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(714) 833-6337,Steve@ca420properties.Com,CCL25-0000116
Data Not Available,"Wynnly, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(510) 602-0080,GreenwynnfungLLC@gmail.Com,CCL20-0002297
Data Not Available,Xinc Inc,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(619) 208-2439,Info@xincusa.Com,CCL25-0000059
Data Not Available,"Yellow Dream Farm, Inc.",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(310) 288-2929,Yellowdreamfarm@gmail.Com,CCL21-0000299
Data Not Available,ZJ Enterprises LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(510) 207-6243,Yameigardenoakland@gmail.Com,CCL19-0002056
Data Not Available,"Zanna USA, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(925) 286-8336,Glenn.W@zannausa.Com,CCL19-0003299
Data Not Available,"All Season Organics, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(209) 543-2913,Allseasonorganics@gmail.Com,CCL19-0005470
Data Not Available,"Americana Organics, Inc",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(845) 701-6203,Eduardofernandez3284@gmail.Com,CCL25-0000444
Data Not Available,Autumn Brands LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(805) 331-2345,Hans@autumnbrands.Com,CCL24-0000883
Data Not Available,Autumn Brands LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(805) 331-2345,Hans@autumnbrands.Com,CCL24-0000884
Data Not Available,Autumn Brands LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(805) 331-2345,Hans@autumnbrands.Com,CCL24-0000885
Data Not Available,"Barrett Farms, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(510) 365-5794,Barrettfarmshumboldt@gmail.Com,CCL18-0002123
Data Not Available,Barryland Farm LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 499-5428,Barrylandfarm@gmail.Com,CCL19-0005636
Data Not Available,Blue Heron LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(916) 990-6607,Sg6108607@gmail.Com,CCL23-0000226
Data Not Available,Bonne Terre Inc.,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(757) 407-3522,Lacasse_68@hotmail.Com,CCL20-0001605
Data Not Available,Burnt Ridge Management,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(773) 554-6048,Burntridgemgmt@gmail.Com,CCL22-0001575
Data Not Available,COASTAL PRAIRIE LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 382-0581,Coastp31@gmail.Com,CCL20-0000271
Data Not Available,California Cannabis Growers Network,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(951) 867-2071,Jcog323@yahoo.Com,CCL18-0002059
Data Not Available,Catalyst Unlimited,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 601-7143,Catalystunlimitedfarm@gmail.Com,CCL18-0002730
Data Not Available,"Ceres Farm, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(805) 455-5926,Ceres@goheadwaters.Com,CCL20-0002130
Data Not Available,"Ceres Farm, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(805) 455-5926,Ceres@goheadwaters.Com,CCL20-0002131
Data Not Available,"Ceres Farm, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(805) 455-5926,Ceres@goheadwaters.Com,CCL20-0002132
Data Not Available,"Ceres Farm, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(805) 455-5926,Ceres@goheadwaters.Com,CCL20-0002133
Data Not Available,"Ceres Farm, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(805) 455-5926,Ceres@goheadwaters.Com,CCL20-0002134
Data Not Available,"Ceres Farm, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(805) 455-5926,Ceres@goheadwaters.Com,CCL20-0002135
Data Not Available,"Ceres Farm, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(805) 455-5926,Ceres@goheadwaters.Com,CCL20-0002136
Data Not Available,"Ceres Farm, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(805) 455-5926,Ceres@goheadwaters.Com,CCL20-0002137
Data Not Available,DB A Growth LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(949) 903-9136,Jonas@herbes.Com,CCL21-0005051
Data Not Available,Emerald Mountain Coast,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 616-1635,Emeraldmountaincoast@gmail.Com,CCL18-0003683
Data Not Available,Final Touch Wellness,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(209) 728-7185,Colin@murphysridge.Com,CCL20-0000464
Data Not Available,Gaia NorCal LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(954) 908-7633,Shamannorcal@gmail.Com,CCL22-0001126
Data Not Available,Green Management Group of Humboldt LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(540) 550-2740,Nirvana19713@yahoo.Com,CCL20-0003246
Data Not Available,GreenHungry Veggies Inc,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(510) 773-0879,Bob@hardypaw.Com,CCL24-0000513
Data Not Available,High Tails LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(209) 543-5651,Nealsingh90@gmail.Com,CCL22-0001296
Data Not Available,Hog Trap Farms LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(207) 939-2525,Finmarkfarms@gmail.Com,CCL20-0003205
Data Not Available,"Humboldt Hill Farms, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(941) 301-1134,Humboldthills2021@gmail.Com,CCL21-0005544
Data Not Available,Humboldt Star Farm LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 798-6388,HumboldtstarLLC@gmail.Com,CCL23-0000070
Data Not Available,"JDI FARMS, INC.",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(209) 216-8966,Jdl272@yahoo.Com,CCL18-0002684
Data Not Available,JMP Ranch LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 672-6697,JmpranchLLC@gmail.Com,CCL20-0003154
Data Not Available,KANAPY,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(916) 666-1697,Kaosaelee888@gmail.Com,CCL25-0000277
Data Not Available,"Lost Coast Elixirs, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 362-0156,Tommy@lostcoastexotics.Com,CCL18-0002605
Data Not Available,MMF MANAGEMENT V LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(602) 418-2181,Monica@masmota.Com,CCL18-0003776
